Unnamed: 0,Player,Team,Age,Height,Weight,Position,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets,PlayerFatigue,MatchPressure,InjuryHistory,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining,Season
2974,Player A,Team B,39,192.6744192216409,56.920980853755566,Midfielder,,18.0,8,0,75.01060052889316,5.246149359784685,9,14,24,8,0.14368762518421274,78,7,5.238023710487259,1.1455386656741844,0.8333333333333334,719.8489121196683,2019
2051,Player C,Team C,32,198.85607394434584,102.51083766564452,Goalkeeper,11.0,14.0,5,3,51.594854413264,8.851974088135321,69,1,15,3,0.7099330734342463,91,0,16.945304744992793,7.5777246086835826,8.083333333333334,318.96085597075324,2019
2938,Player A,Team B,33,182.9251169309026,77.77193798839178,Forward,70.0,4.0,1,1,91.63028567448978,9.433855850288694,97,6,9,7,0.5337254136714444,18,7,5.345592025325608,1.767317541795824,9.0,175.64905662145705,2019
2564,Player B,Team B,23,178.1319895458617,100.30927646513813,Goalkeeper,,11.0,3,4,94.80705821044734,7.818682161098506,24,3,3,6,0.14383447099031088,42,0,8.538393561087787,1.030814782777577,4.5625,324.4134299432304,2022
3641,Player C,Team B,18,,111.03397921310454,Forward,16.0,12.0,0,4,67.6934390863104,10.863938897099494,67,3,17,5,0.009241588405514367,41,2,9.024173187690701,1.4506475990022718,2.9411764705882355,296.59403717781584,2021
478,Player A,Team A,34,190.2681964044588,108.50512055165402,Defender,14.0,,3,2,111.74913784334976,12.00062273356961,27,14,6,0,0.8081570490242127,70,8,7.362629571603896,3.2111286215511843,4.266666666666667,230.43150575833735,2019
4725,Player C,Team A,21,192.53049205402615,80.02503413118423,Goalkeeper,22.0,,8,4,,9.362988932311634,85,2,24,0,0.17619440616424753,33,3,12.215872942930535,1.046665142218584,3.347826086956522,404.29055704285196,2022
3648,Player A,Team C,33,182.59396683998295,119.64649902853591,Goalkeeper,20.0,17.0,3,2,,7.786580401296566,72,0,25,1,0.606216642220766,89,9,9.255319394250634,0.41723450559926945,2.7142857142857144,353.70805308294575,2022
2038,Player B,Team A,34,165.6423919796919,114.72206932951988,Forward,5.0,17.0,1,1,59.68445421796257,7.13414445927673,0,7,13,5,0.33692191307674557,77,8,19.899319635908853,4.1067002350349995,11.0,218.74170815521103,2020
1655,Player C,Team A,26,,64.39930064835988,Defender,,,0,0,,10.704924002231095,69,12,19,1,0.5854859383150356,54,0,13.699531900481585,0.42210162503417614,4.117647058823529,,2020
4167,Player D,Team B,35,188.76786242054615,134.49199580791748,Goalkeeper,15.0,6.0,6,2,75.9365757526947,11.13281890954218,27,6,7,2,0.315653626982324,87,7,13.497167375813607,7.530742632694437,2.375,236.84649015245526,2019
3334,Player C,Team A,24,162.21962884284244,,Forward,,1.0,6,4,53.81585773374894,12.308464835363614,57,7,7,1,0.08693956069225417,36,2,8.313044451596827,1.706926091680275,12.25,40.732200355844846,2019
2590,Player B,Team A,24,172.9217433847441,109.50832076392784,Goalkeeper,11.0,10.0,0,1,64.88759078528604,8.281753066182644,81,9,12,9,0.2229500085577536,97,6,11.13034158072367,0.8315214248320301,1.0,176.3909775424225,2021
4060,Player B,Team A,23,172.16729910514064,101.17917762750965,Midfielder,10.0,,3,2,79.20286834244635,10.414789285429896,38,10,27,1,0.1880585664790756,85,1,6.8596699154,0.3656739514118663,1.1818181818181819,341.9770421320411,2021
3114,Player B,Team A,37,177.03046459721222,61.1186386767411,Goalkeeper,9.0,10.0,4,1,93.6408473005423,13.362893841101748,99,8,22,1,0.42801935243964384,98,6,16.437938783755794,2.6573480611943308,3.4,243.3602954705993,2022
2382,Player B,Team A,30,160.5932064972683,,Goalkeeper,6.0,4.0,2,2,96.4587186289981,8.64975921513036,88,5,29,9,0.6582837834261573,56,6,9.967388692302155,3.8988494899558517,6.142857142857143,121.17463141172249,2021
4143,Player C,Team B,22,193.8042919602165,80.73662351003128,Forward,16.0,7.0,8,3,79.99886982283954,7.947030328316683,83,11,27,7,0.26380607494635755,17,8,16.279487500898156,6.726889143409321,4.411764705882353,271.19253696145523,2020
2104,Player D,Team A,33,188.6042245447236,,Forward,270.0,5.0,5,0,,9.036303637853674,73,11,1,3,0.012069935300617951,10,1,10.575439998942132,3.5628497708378504,0.2140221402214022,3291.1409723590364,2021
3669,Player D,Team B,37,188.63400062107243,94.06913391966026,Midfielder,28.0,9.0,5,1,66.40081722445737,6.286752063125817,75,11,27,4,0.5189373642647569,87,7,19.831358601722684,0.10217451246863996,0.06896551724137931,363.28817095152317,2022
2841,Player A,Team B,28,177.26811914625677,76.95875496434556,Goalkeeper,27.0,8.0,8,1,91.37962310278174,13.912496502376168,98,3,4,9,0.6057594893589721,44,4,7.566824333819326,4.358308763406808,0.5357142857142857,427.79637387574,2021
2480,Player A,Team B,35,196.5525919334485,,Midfielder,,,8,1,93.18265771097622,6.9738997908459375,90,3,26,1,0.9628704940018097,2,9,5.022858408249969,1.5453849191510896,0.5789473684210527,575.3133071386951,2021
4979,Player D,Team B,36,189.61219163023927,67.5881414426989,Midfielder,150.0,14.0,4,4,63.23490116521761,8.844949743681347,35,3,14,2,0.5894708030932468,99,8,13.922383120675786,0.4235879473218793,3.0,172.71708340445295,2022
3510,Player B,Team B,22,321.97248445655146,,Midfielder,1.0,17.0,8,4,64.88028397322043,8.512672049190115,26,8,28,0,0.47117255937814184,14,7,19.29429800131757,5.555132710696974,19.0,251.29607226079347,2020
2833,Player A,Team B,28,,104.40070357606317,Defender,,,1,1,78.1569078430133,5.428755308570267,73,2,25,1,0.5734016258977038,41,2,14.70581082358969,0.49502106709479643,1.2352941176470589,279.46037431103747,2019
2377,Player D,Team A,35,181.27886937985997,,Midfielder,8.0,19.0,4,3,,11.241841920313105,25,11,19,8,0.927900629862027,2,2,6.285852841222715,1.3867429702074148,5.888888888888889,504.5151103781274,2020
4111,Player B,Team C,27,169.40115148472535,,Forward,,6.0,5,0,85.76568158737479,12.303316448777682,63,11,16,3,0.8283781456016462,19,9,13.107205736993382,1.6961172219846787,,,2019
3084,Player B,Team B,19,196.08776473530705,56.19190184798756,Goalkeeper,6.0,5.0,3,3,62.39351354853878,9.638259331926593,56,5,24,7,0.322978733363808,80,7,18.64230404206591,0.8325543713883488,9.714285714285714,100.5419528673722,2022
3145,Player D,Team C,33,,,Midfielder,26.0,11.0,1,2,67.69667780555821,12.750975577888834,17,4,25,8,0.23725436365713726,89,8,5.097591018200191,4.27596509632913,1.4814814814814814,293.04317479932485,2020
2942,Player A,Team A,24,,,Forward,,0.0,4,3,95.5937575848509,6.399077811576486,15,4,7,3,0.26263361236607363,1,1,7.503683192566982,7.573919408093462,1.875,234.15696166359945,2019
2812,Player A,Team A,26,,106.68488187168197,Midfielder,220.0,15.0,6,2,62.24248864312145,10.39504398914232,73,2,18,3,0.504421039715213,2,2,17.218423341539246,2.432796062816813,2.782608695652174,701.7086738203823,2019
3134,Player B,Team B,28,171.14829382482836,75.8240061347534,Forward,3.0,5.0,9,1,88.28656429731927,7.17649165289124,11,6,20,7,0.7440494512285778,27,7,18.408606598662242,0.0,19.25,62.178992015033884,2020
4050,Player D,Team C,32,163.3287081096028,97.07579585081842,Midfielder,,12.0,7,2,,11.400970560721852,62,4,11,1,0.5032192071829621,2,1,15.607409313024064,0.6482007056526071,0.72,400.4133828159438,2020
4944,Player A,Team A,33,163.9784638980876,58.73960349032991,Forward,6.0,16.0,3,0,,9.17004566064648,20,6,3,4,0.06779639582811259,94,7,19.87340245459731,0.0,6.428571428571429,130.3800160974331,2021
1797,Player B,Team C,21,171.26612038737855,64.83713631805814,Midfielder,15.0,19.0,6,3,,13.263589218409708,98,2,24,7,0.7235807004399809,51,4,6.35323894379854,0.0,0.125,492.23211764424246,2019
975,Player B,Team A,23,,63.59134541901568,Defender,29.0,8.0,2,0,109.63272689678722,5.268002393154071,40,12,16,2,0.8059701286709539,10,5,13.185147737548405,2.9475073747795886,0.7333333333333333,566.1123800314938,2019
4747,Player D,Team B,38,180.70962628417848,85.21479244351816,Goalkeeper,12.0,7.0,1,1,88.27960321562945,6.291204367369375,75,4,4,6,0.28949786511971964,19,9,15.274920839713793,0.976512788147486,7.461538461538462,277.39239019432335,2019
1319,Player C,Team A,27,,,Defender,28.0,18.0,8,2,60.79108189497688,14.61141788097925,54,9,4,6,0.6641257392833504,80,3,15.539670805536318,1.915160396210438,0.034482758620689655,491.951201749374,2022
574,Player C,Team A,31,352.787813849468,,Midfielder,13.0,13.0,2,3,71.8580756385224,5.589908517047628,27,11,23,7,0.4265919010543934,13,2,16.90226923016274,1.8112282630218879,1.7142857142857142,228.81961317755454,2020
183,Player C,Team C,18,170.50200920080002,,Midfielder,14.0,9.0,9,1,66.60200353311495,8.085437479462591,47,8,27,7,0.8891193557274428,48,7,18.76439067649075,0.5332661944119222,5.866666666666666,255.23559539088382,2019
292,Player A,Team B,39,173.55204679708453,110.7925738848658,Defender,17.0,0.0,8,2,102.40572285545424,5.594465981105506,58,13,24,0,0.8452255581607399,56,8,10.42462168425672,1.3612022237866874,1.3888888888888888,303.0322529567567,2021
1560,Player C,Team A,18,191.01263015521505,77.33934716989222,Defender,9.0,12.0,8,4,57.20961495378501,10.690525422217906,31,1,17,1,0.5254319983096423,72,7,5.644450892114538,4.78699603958815,2.2,409.735284816553,2019
829,Player D,Team B,19,196.33034218708264,109.52539513604953,Midfielder,20.0,6.0,7,1,95.55353943248495,6.956631589133889,82,3,26,6,0.6915055458135945,56,8,10.436628717214376,4.543474632480027,0.09523809523809523,196.5487067135778,2019
2896,Player B,Team C,18,190.0371357406689,107.0628262604927,Defender,,18.0,3,2,,12.332768082904176,92,9,19,7,0.883349701022104,50,0,15.074221450808524,2.325491661246059,4.181818181818182,421.8336941568752,2019
3224,Player B,Team A,27,188.865185440188,,Midfielder,0.0,15.0,8,0,67.45108644139475,9.554545721327456,24,10,20,0,0.4957170100782755,95,4,8.201841310004653,0.5567778064220922,97.0,196.59476819128136,2019
86,Player B,Team B,33,173.61099928936125,60.43628241377734,Goalkeeper,8.0,9.0,0,0,94.48884509241626,14.77783840176275,3,2,22,7,0.31325074048882195,45,6,17.149594273380657,0.8168574120460156,6.222222222222222,249.78238566117875,2022
566,Player B,Team C,37,184.774052237452,90.78206557491497,Forward,5.0,2.0,9,0,64.63399359503146,14.24604915210852,90,14,26,5,0.7536661379095813,89,7,8.296466865842461,0.8018735048873006,0.8333333333333334,96.43586763430392,2019
4218,Player D,Team C,23,171.66895548721445,,Goalkeeper,,3.0,7,1,70.92341034720248,10.03972159283915,85,11,24,8,0.22006625478469177,59,1,5.1509510357026,5.955315436304889,,,2022
1854,Player D,Team C,37,189.19090549344628,114.93299646036397,Forward,27.0,18.0,6,3,58.06866849044116,13.294617347548876,63,3,0,2,0.38853114800604205,39,3,12.62121161335369,5.518425415878332,2.2857142857142856,702.1346998716535,2021
3747,Player D,Team B,26,176.47453861545807,,Forward,20.0,8.0,2,4,71.1886651498789,13.40695331290173,16,1,20,5,0.8657272371067937,21,6,15.8969235710543,2.377181990095397,1.3333333333333333,170.15466948519747,2022
744,Player C,Team B,30,,234.287088104193,Defender,29.0,0.0,8,3,96.85919894522382,9.30215378783041,31,13,25,6,0.7244223402693151,55,4,10.244830108052511,8.502093889113985,3.033333333333333,164.43749747533414,2022
2079,Player D,Team B,24,164.891548847224,107.0910886361038,Defender,19.0,10.0,0,0,74.20947710100886,11.805600013304227,76,2,4,6,0.40381100524749924,57,0,16.233436993051804,2.0489739636662208,4.35,216.30472264045247,2019
3823,Player C,Team B,19,,61.95124532791348,Forward,3.0,,8,2,52.62669791998541,6.87930478423854,61,12,22,1,0.2147445024083574,41,1,11.576065011815123,2.2065326179748217,11.25,,2021
1844,Player B,Team B,19,,,Midfielder,29.0,14.0,0,2,98.0368671347722,10.136931921327388,86,10,16,5,0.3559683908322365,93,4,7.575719259601032,2.948630867038324,1.0,402.2285583512743,2022
2896,Player B,Team C,18,190.0371357406689,,Defender,21.0,18.0,3,2,67.95103221762868,12.332768082904176,92,9,19,7,0.284104149227433,70,5,6.358375906984324,2.325491661246059,4.181818181818182,421.8336941568752,2020
1531,Player B,Team B,33,180.50752289315244,53.12620202140566,Forward,,19.0,2,2,102.59498703150496,10.655998303620056,34,1,8,9,0.17608928794385392,82,0,15.658807473610212,0.8675212529070765,1.0588235294117647,543.4105287729432,2020
1444,Player C,Team C,39,161.0148595216926,79.67005259184901,Goalkeeper,14.0,,5,3,96.7205211953204,10.91787997704907,97,11,15,1,0.7433329135656567,49,2,10.785721814043168,0.7128147385538406,2.4,,2020
4942,Player D,Team B,39,181.53357961400064,,Goalkeeper,2.0,6.0,8,2,75.66396661261638,10.846369177504805,70,7,21,8,0.2520698868501715,44,5,18.691606518856553,0.0,6.333333333333333,58.41081036405371,2021
2933,Player A,Team C,32,337.1169384672637,61.382028588258905,Midfielder,24.0,8.0,3,2,88.79268017931702,12.81257114218247,46,3,9,1,0.4541674701677638,35,5,13.103825878609246,4.290963838310669,2.0,520.6872038787028,2021
1084,Player B,Team A,21,169.24144551788237,64.95990823968053,Defender,13.0,16.0,5,1,88.53203665008778,9.985459330136406,14,11,29,1,0.38585944683610907,91,6,10.226486273310538,1.531711506449057,7.071428571428571,480.68609441871126,2022
3469,Player A,Team C,24,195.3788525430211,79.96943912977662,Defender,,10.0,9,1,95.96572540057046,12.40617344465072,95,5,6,5,0.9820773786356308,5,9,10.234863904845847,3.657703737286888,,,2020
2429,Player C,Team C,33,,,Goalkeeper,140.0,19.0,5,2,73.44936636607413,7.719338599124052,49,3,12,8,0.3910922441482205,71,2,6.9715679667897374,8.69675933617315,4.6,576.5157665114273,2020
3790,Player D,Team B,39,194.4908691741176,,Midfielder,11.0,5.0,2,1,57.25169124537984,6.582410427463677,35,5,7,1,0.0799824827967548,74,0,13.90683730383735,0.37384189687548286,4.25,158.57410753417844,2019
3378,Player B,Team C,39,369.9614412291478,,Midfielder,,4.0,8,3,64.04707011035943,14.455828973600063,91,12,6,1,0.08982575257208403,74,6,13.732507031154832,3.1005557984968677,1.9655172413793103,614.0700533306274,2021
1601,Player C,Team C,23,,88.96869695745973,Goalkeeper,9.0,9.0,5,1,96.48338370765548,5.040444345200267,13,6,27,0,0.5907537213530648,51,2,16.999905379047405,0.11776092881482048,8.9,111.9952998362603,2020
4432,Player C,Team C,29,165.56786453667542,89.45915535927341,Midfielder,21.0,9.0,5,0,53.417524989176776,12.824083350258016,78,13,21,5,0.5993635517382656,57,4,8.017954437006141,7.667353875877205,3.8636363636363638,402.1039385265851,2021
3276,Player A,Team B,18,193.4803118321247,73.12009087444771,Defender,18.0,10.0,5,3,68.69148628874893,5.69226668232024,84,10,9,4,0.41875899048265497,58,3,9.36184463713741,1.6808592106457354,4.7368421052631575,398.189996130001,2021
3432,Player A,Team A,38,198.70588370931236,51.29888773489023,Defender,200.0,15.0,4,4,94.41179358142767,12.49596483796537,36,2,15,0,0.4318436923120297,92,0,6.458569536433725,0.0,4.619047619047619,256.66214456820796,2021
372,Player B,Team A,23,198.91577557550775,,Forward,20.0,,9,0,72.751314635253,6.985986157839137,78,8,13,8,0.05393258284087121,36,6,9.4301330340336,5.6188943181012,1.8095238095238095,184.05933604512285,2020
1116,Player C,Team C,21,,70.37552169629524,Defender,2.0,1.0,8,2,62.23190215472552,13.314022954077975,93,12,22,0,0.5165465103892622,10,3,11.42153173631601,0.0,6.0,54.29273886772653,2022
1535,Player B,Team B,37,194.9990823449647,64.55201103435628,Forward,20.0,15.0,5,3,91.04458675206648,9.140072340631002,62,13,15,2,0.5047394753803517,50,0,19.460426089309756,1.5528887344864462,19.0,301.6569188284795,2020
3429,Player B,Team C,29,191.4523821084112,90.4992038639384,Forward,8.0,13.0,3,1,88.63516408186165,12.857781700017288,94,9,1,9,0.14954931855694453,99,5,14.7959900431237,0.0,3.4444444444444446,115.85003610798239,2019
4920,Player A,Team A,19,162.0820959346923,76.02945118927713,Goalkeeper,1.0,15.0,8,1,,13.15122608025781,87,9,15,9,0.10383938611092758,99,3,16.743108946687933,0.06887268550141012,27.0,150.15346650247784,2022
2491,Player A,Team B,24,163.79946579909247,70.63541788052565,Midfielder,5.0,9.0,1,2,86.1096844348356,8.44208773872657,26,8,6,8,0.12357249059949049,37,3,9.882648278307354,0.0,2.1666666666666665,242.32053391722957,2021
4941,Player C,Team B,39,,114.725129880769,Goalkeeper,9.0,14.0,3,2,95.76862244330236,10.973814918859624,41,4,15,7,0.10102824649125852,20,1,7.1676921921214465,0.8487698830124056,4.2,400.0139631407923,2022
1992,Player C,Team A,31,168.619279311423,89.7207475885131,Midfielder,,7.0,8,2,58.24940660224048,7.963513060100858,44,6,12,3,0.6097081955367598,13,0,8.850799128699947,0.8057603046347955,,,2021
2866,Player D,Team A,30,,96.13794651350833,Defender,3.0,,5,1,56.67198861381076,12.812172004230678,79,5,2,9,0.19648265240291862,75,2,8.847015364989817,0.9103340571649355,24.75,,2022
264,Player C,Team A,25,,79.920174981215,Forward,7.0,1.0,5,3,89.80650454732354,5.538336993490098,73,0,13,1,0.25143015218746345,19,9,13.746729924401407,0.8905201361846524,9.75,65.87268366309382,2021
4477,Player D,Team B,33,163.19053701804285,80.05064425027092,Forward,,,5,2,103.75141455018012,10.163215475414455,81,14,9,6,0.17357214415143973,92,4,10.12206698682543,4.927751873041259,5.588235294117647,238.37475777508013,2019
2235,Player D,Team A,26,168.24584641120657,116.89587976690736,Forward,,,3,1,85.87539450457933,9.691784639133,44,13,11,0,0.9578353044485031,56,8,17.86098296499918,0.7960691865601723,12.8,79.79199692537796,2022
2030,Player C,Team C,28,173.40892720854288,,Defender,15.0,,7,0,82.85227081771211,5.120918510107817,27,3,0,5,0.8546174631518354,45,6,19.828167788547468,0.6328364416199355,3.4375,126.86018415368207,2021
606,Player C,Team C,20,184.4924515536159,57.01003014168458,Defender,5.0,14.0,0,1,88.2291297862632,6.394329629969535,17,2,1,7,0.23049483735152088,60,3,10.149476078951727,0.5733907853066025,6.166666666666667,319.85095134319545,2019
1332,Player C,Team A,19,,53.73916703541574,Goalkeeper,40.0,10.0,0,1,79.00380361233272,10.531125391739764,47,12,20,4,0.327566293922126,68,7,15.575904105305161,5.886720510356289,1.5609756097560976,707.4754177172923,2022
4466,Player D,Team A,32,,118.9783348436442,Midfielder,26.0,9.0,2,4,75.57426351351418,8.744439724531516,20,13,24,1,0.20989284230499716,57,3,14.862298728805532,1.7409754671796396,0.7407407407407407,678.451730753522,2019
468,Player A,Team B,26,170.79184231569457,,Defender,23.0,6.0,3,0,110.95090647701173,6.767651055745757,94,1,26,5,0.49187595946082374,54,5,7.916937315984223,2.238546102145464,3.6666666666666665,488.12175506534714,2019
926,Player A,Team C,31,166.12453783088793,67.53999039955035,Defender,19.0,3.0,1,2,81.79340764435398,13.925673969153372,70,5,29,7,0.019610532474253595,37,0,18.77012892230951,1.1461191754922266,1.45,428.2649270443759,2019
1653,Player C,Team C,22,172.95904426246156,113.53029927742864,Defender,26.0,2.0,9,4,53.23244712439244,11.44272444933602,69,0,7,6,0.6713680088967957,83,5,7.9916388078260185,4.183061470510158,1.4444444444444444,369.2897110613013,2019
758,Player A,Team A,29,346.6138389224259,90.43605972462048,Goalkeeper,4.0,1.0,7,1,57.550190973728725,8.181506192306163,44,6,13,6,0.5231581498176416,37,9,16.05435697504548,0.6384679288745194,6.0,82.34319746676331,2019
3617,Player B,Team B,32,166.5645775838316,52.48523581030427,Goalkeeper,7.0,15.0,8,2,97.89573008348084,5.626899642118225,42,6,16,7,0.8986389283011033,14,4,10.214144634114687,4.689152872758625,9.375,213.79462268442268,2019
1569,Player B,Team C,33,176.25292127382318,89.68653329471671,Defender,,,3,2,,5.444565984301187,0,10,5,4,0.16439268432841414,95,1,10.506223505134571,1.3675819606123114,,,2020
4647,Player A,Team B,27,187.6221056159858,,Goalkeeper,,8.0,7,0,93.1697733871885,6.0557928404306685,20,13,12,1,0.8041092460611317,92,0,11.831735793334405,2.8578176314875012,,,2021
256,Player C,Team A,24,184.18450854020887,51.29261334252652,Forward,1.0,,5,1,85.25546364274558,9.468531007614128,20,11,5,1,0.7919610144667157,44,5,17.967619670827094,0.0,46.0,,2020
2413,Player C,Team B,39,164.95756777057758,50.538846206829895,Defender,11.0,17.0,7,1,85.75174928832946,10.845197860481637,43,12,4,2,0.12718118921688693,83,1,7.103779122668182,0.0,4.083333333333333,550.8641893193573,2020
3070,Player A,Team B,32,194.4452097217913,88.23082138450374,Forward,14.0,13.0,4,0,108.99738279840659,14.682866515208811,73,5,22,7,0.3985592241441276,42,8,5.8185436675213085,1.8890285350698355,5.333333333333333,173.93345205792713,2022
4809,Player D,Team C,23,,111.18321400388147,Defender,140.0,1.0,1,1,90.0427751896195,10.244069472831184,42,1,6,0,0.1701526411445169,1,8,11.03061228370672,6.214990998367334,4.333333333333333,169.25019781692873,2022
4488,Player B,Team A,32,197.22844889330173,,Forward,22.0,,5,0,58.01782617116599,10.071421952334765,26,10,28,0,0.2547205004575489,23,0,5.833776487131321,1.2847686803917053,1.8695652173913044,649.2745979161659,2019
4375,Player A,Team C,24,171.42925714263126,76.94156226190206,Goalkeeper,,19.0,9,0,82.58217546448113,13.759557404446088,83,8,19,2,0.26324617483054435,64,4,15.314013245861608,0.2529935053229556,,,2022
2312,Player C,Team B,23,,52.98136677792192,Forward,22.0,,5,3,73.14886014580259,13.562372549386442,48,9,1,3,0.5562363940257727,28,7,16.4048761254082,4.176005922868921,2.391304347826087,369.39980488906303,2019
4020,Player D,Team B,39,188.35816493713688,59.12268794920848,Goalkeeper,10.0,9.0,3,1,76.84659146419054,8.50662129546259,54,7,20,7,0.4114109317604655,4,3,17.82068592129888,1.0193124746644704,3.0,359.404920339127,2020
1123,Player C,Team B,26,186.45215849147468,91.5911550515756,Forward,,13.0,4,4,,12.289755348799892,97,9,7,8,0.9477328040063053,41,2,16.15763368225395,2.148135212678138,,,2022
4366,Player A,Team B,21,165.24058217734458,110.87318989149084,Forward,,2.0,0,4,80.66828402702032,13.085549298754378,56,11,26,0,0.12637014194700513,60,4,18.745270905390186,0.31068703158119004,1.411764705882353,272.7832570726888,2022
692,Player A,Team A,23,165.59675908907977,,Goalkeeper,,8.0,6,4,89.5812258639215,12.904223531047853,51,3,16,0,0.9736921348501988,18,4,16.22451684084833,3.653715604223303,0.125,151.09458406090047,2020
2093,Player B,Team B,23,163.48134260366217,112.71068574105075,Defender,23.0,,0,2,75.20501484625538,12.967490342833765,64,12,25,8,0.23063864021426395,63,7,19.041134598176022,2.191981878565482,3.8333333333333335,152.3276526408852,2020
1508,Player D,Team A,21,161.7205585752022,,Defender,11.0,13.0,2,4,53.06487536421229,14.4320235290112,93,4,29,0,0.7728739363818531,61,5,7.896661913140448,1.686087646814454,3.0,255.05807864844934,2019
279,Player B,Team A,33,167.8961493492217,201.32449395709,Goalkeeper,,7.0,0,0,83.81741907603251,5.972065014377632,48,7,24,5,0.3389699261728214,49,1,12.497946993015953,3.9370350073896567,5.0,154.57296582321476,2022
4721,Player A,Team B,21,178.7290561637053,,Goalkeeper,2.0,3.0,8,3,94.74352489757952,13.88686327967015,35,2,10,4,0.1430813954173139,47,0,19.90895899557363,4.534607206886751,1.6666666666666667,34.15108279187387,2020
3378,Player B,Team C,39,184.9807206145739,,Midfielder,28.0,4.0,8,3,64.04707011035943,14.455828973600063,91,12,6,1,0.8578891852462399,39,2,15.223672738140735,3.1005557984968677,1.9655172413793103,614.0700533306274,2019
108,Player B,Team A,29,,62.653894351063215,Forward,12.0,18.0,5,3,98.57740985604178,10.510384502187822,46,13,9,9,0.3088608992364632,89,1,18.17961676983886,1.7277524579465653,6.769230769230769,182.77829474999245,2020
1687,Player A,Team A,26,162.46721185012382,,Midfielder,15.0,16.0,5,2,107.4931587177988,9.477225497215448,53,1,28,7,0.6588554042268422,82,3,5.455906907492828,2.3860884664671116,4.6875,502.79541982835644,2020
2751,Player A,Team C,20,184.5973671166859,90.80202010830524,Midfielder,8.0,17.0,3,3,50.12731254556589,6.781127184699965,8,0,4,9,0.5664436850866266,6,2,18.07636847852656,1.159064431105409,0.7777777777777778,177.0303106910833,2022
3120,Player D,Team C,31,182.30644990489665,104.36189375376816,Defender,8.0,,9,0,84.04119873827153,8.387518481902045,96,5,25,9,0.4717563093908743,83,8,15.465698518581465,0.5639618452447528,6.222222222222222,,2021
1069,Player A,Team A,31,,51.56414536364039,Forward,5.0,,3,4,,7.794382770082135,24,12,16,1,0.4958194726485391,53,4,7.56133150981566,2.0132286066630156,5.666666666666667,186.1182920308197,2020
2836,Player B,Team A,30,168.62173140418182,100.77174028784904,Midfielder,27.0,15.0,3,2,,8.426736735947042,27,3,7,6,0.7322379140922876,76,3,5.385214346353949,0.0,3.2857142857142856,411.04316343363496,2022
4682,Player A,Team B,39,163.70304268208395,81.87574134524945,Forward,,3.0,5,4,64.50109749124302,9.189101021143037,63,3,23,5,0.08777291412344057,25,9,8.898898671884794,6.024317338487498,0.3181818181818182,214.36774305949757,2020
3602,Player A,Team B,35,166.78644325026875,,Midfielder,22.0,9.0,6,2,79.40745742123428,12.102619391145936,6,1,18,8,0.6681806619579052,99,8,18.736600384891553,7.9780866578383005,1.434782608695652,525.2964528187941,2019
212,Player A,Team A,22,177.54621525401498,63.35545858330871,Defender,21.0,,6,0,55.76671884035401,7.393890549412056,23,5,8,5,0.8958121013985787,65,3,15.021994080504296,0.393220387929471,2.0,460.48155175145746,2021
3934,Player A,Team B,27,,118.86873059785422,Midfielder,11.0,1.0,3,0,97.87917491370769,10.923344856148844,58,9,8,5,0.05778819701986415,5,5,18.792036564249862,1.49542403381355,3.8333333333333335,202.27201833912633,2021
285,Player C,Team C,35,195.3828794823305,114.8359215144081,Midfielder,210.0,18.0,7,0,,14.896422493122316,59,3,24,5,0.14065333923366674,65,9,11.692261737413892,0.45305666696735136,0.13636363636363635,772.9550957699541,2022
2263,Player B,Team B,34,344.5969738426821,105.2952904739116,Midfielder,8.0,9.0,8,2,88.19890488369796,11.946162936184066,92,0,9,3,0.7166319367020314,8,0,19.049406428528613,0.8279904475075643,9.11111111111111,314.43061381620953,2020
1683,Player A,Team B,26,193.3919397031976,92.60002070142116,Forward,13.0,18.0,4,3,50.46090447502786,9.799442549538153,78,13,21,5,0.43728164824461757,39,1,11.944397231675085,2.8289022240945747,2.142857142857143,552.1247391106488,2021
2749,Player B,Team A,39,182.0118209273252,86.78785117880014,Midfielder,,7.0,0,0,77.61008731266853,10.62104552129961,22,11,21,1,0.40354862081368836,43,3,8.063820866275018,4.6429707696655385,,,2022
3517,Player A,Team C,37,187.71636606272324,103.23725414731057,Midfielder,16.0,,7,3,107.03022887917678,12.887482058178414,92,11,16,7,0.13696663454423585,82,8,7.270901962766709,0.05988420772149161,0.5882352941176471,160.28679520974669,2019
3156,Player D,Team A,21,,82.04455458859479,Midfielder,,,7,2,64.16966016121151,8.508951033199502,88,2,22,9,0.5067700407177881,73,5,19.907177195525662,0.03079187271699002,4.647058823529412,,2022
4841,Player C,Team C,35,,83.36117252437442,Forward,170.0,6.0,7,3,70.65010200606287,5.899896319198267,86,6,9,3,0.12654531119637724,5,5,10.007939922118563,2.1253551070088044,5.0,438.789791804707,2022
1412,Player A,Team B,23,163.67584368308425,85.01851552342234,Midfielder,,19.0,4,4,,12.505244644367853,58,5,11,1,0.4766204563105404,4,8,7.4007953797638155,0.47204388140768616,,,2020
2670,Player C,Team C,28,170.06657740181882,,Midfielder,,4.0,5,3,,9.647547351933577,63,3,24,3,0.7636152989616567,93,3,5.126126463361283,6.962751864834514,,,2019
