PU_ID,Season,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining
1357,2020,16.76,3.56,14.75,191.25
4570,2019,15.51,0.0,3.0,364.29
4441,2019,15.71,4.38,8.6,114.19
2175,2020,17.27,5.43,3.35,274.41
4731,2020,19.01,2.07,8.12,275.8
3650,2020,8.44,0.33,35.0,94.35
4131,2022,16.29,1.56,4.89,486.12
249,2022,15.86,6.75,2.33,237.51
1889,2020,16.6,2.76,1.2,161.4
4883,2020,11.46,0.09,0.04,265.78
20,2020,19.91,1.52,21.67,138.38
1556,2020,13.68,3.95,3.55,198.11
2540,2020,18.62,0.17,0.18,90.04
3226,2022,17.22,3.7,2.95,446.76
2868,2019,13.46,0.0,1.36,315.33
2522,2022,12.91,3.02,2.05,134.23
2833,2020,9.93,0.5,1.24,279.46
267,2020,8.76,1.58,8.0,154.64
3297,2021,13.36,0.96,1.85,412.58
3417,2022,9.75,1.98,0.4,202.35
1179,2019,14.64,0.37,4.74,302.71
3163,2021,13.77,0.0,3.0,144.63
4741,2021,7.72,0.6,0.68,437.6
984,2019,12.86,2.99,8.56,147.57
230,2019,11.48,0.56,0.31,321.32
4232,2020,8.06,1.07,5.53,275.48
2348,2020,14.95,0.2,0.21,1256.36
3804,2021,8.11,0.41,0.31,2435.48
1488,2021,18.98,3.64,3.73,230.52
290,2022,8.42,2.26,1.17,81.57
1384,2022,9.78,3.45,2.08,430.54
2424,2020,9.75,0.39,0.75,225.29
3225,2021,14.41,3.73,1.89,423.46
3353,2019,14.22,5.63,1.7,342.75
2001,2022,8.89,1.78,3.96,617.5
1237,2019,10.67,4.17,0.09,263.98
3089,2022,14.53,1.64,1.23,421.25
313,2020,8.79,0.14,27.5,139.96
2714,2019,14.73,2.69,9.3,118.86
3928,2021,11.93,2.95,0.67,446.47
2287,2019,10.03,0.24,3.0,500.19
3007,2022,7.04,0.55,4.88,216.41
1520,2022,15.35,4.39,2.82,427.48
219,2022,15.92,4.59,2.48,504.67
1837,2020,9.52,1.88,6.25,201.37
2149,2022,10.87,0.82,4.25,189.68
52,2019,5.46,1.79,9.2,128.34
2209,2020,18.7,0.63,3.15,351.49
4432,2020,15.5,7.67,3.86,402.1
2545,2020,16.18,4.73,3.79,442.87
2029,2021,16.64,1.41,2.2,465.54
3790,2021,16.23,0.37,4.25,158.57
1790,2020,7.16,2.57,2.58,500.98
838,2021,12.26,0.33,2.23,515.33
3061,2019,11.44,3.46,2.07,725.91
560,2022,14.95,0.49,1.92,313.13
3782,2020,19.19,2.68,0.33,83.62
1505,2019,14.41,3.91,3.29,158.31
4605,2022,11.18,0.57,1.31,261.82
2621,2019,12.16,3.18,2.71,400.29
216,2020,11.33,6.11,17.0,70.11
3128,2019,6.97,4.72,16.0,200.64
4154,2019,19.12,1.78,2.0,82.58
4927,2020,6.31,1.41,21.67,239.79
4518,2020,5.78,0.0,0.15,1853.77
4205,2019,14.34,3.44,3.78,363.07
3720,2019,11.05,1.57,3.64,242.7
1816,2020,15.3,0.72,12.0,149.22
4552,2019,9.12,0.0,0.36,331.27
1440,2019,5.29,5.95,0.98,1057.37
4492,2021,9.56,2.29,2.73,588.74
4387,2020,9.77,3.2,6.0,132.68
2246,2019,7.29,2.66,10.5,83.36
483,2022,12.99,0.0,89.0,62.41
1407,2021,17.6,0.0,1.45,537.34
1237,2022,5.67,4.17,0.09,263.98
1734,2020,7.53,5.64,2.72,152.17
1430,2019,11.78,0.43,1.64,437.16
251,2019,6.77,1.95,2.81,454.94
1396,2020,13.96,0.8,0.43,243.03
4162,2020,16.49,5.52,0.21,326.22
4788,2019,18.98,1.21,10.5,35.03
4594,2022,6.46,0.5,5.0,76.56
2189,2022,13.07,0.46,2.18,453.21
1161,2019,17.03,1.6,85.0,16.95
2306,2019,9.15,6.84,2.62,170.01
3042,2020,10.94,4.32,4.73,209.72
3418,2021,19.06,1.06,2.45,259.66
2037,2020,11.08,6.45,2.5,381.69
4473,2019,14.81,0.7,4.0,615.96
700,2020,15.98,1.82,3.0,294.05
2205,2022,9.34,4.02,5.06,187.48
3130,2022,15.29,0.0,0.7,336.19
1522,2019,13.24,1.94,3.72,251.52
2325,2019,13.96,1.12,2.39,117.58
539,2019,5.01,2.61,5.65,248.82
4557,2022,18.96,0.0,3.94,393.85
1138,2020,9.35,6.73,3.04,280.82
1284,2022,13.3,1.21,1.52,208.66
2935,2020,9.89,1.43,5.22,365.84
1828,2022,9.85,1.0,2.72,238.89
3332,2022,16.73,0.38,3.9,628.38
2085,2021,6.86,0.62,5.28,204.74
2697,2021,17.32,2.44,2.57,257.68
1398,2019,13.86,0.88,2.17,382.46
95,2021,5.18,3.46,1.46,497.74
4795,2020,16.71,2.08,12.57,145.89
2051,2019,16.95,7.58,8.08,318.96
2938,2019,5.35,1.77,9.0,175.65
3641,2021,9.02,1.45,2.94,296.59
2038,2020,19.9,4.11,11.0,218.74
4167,2019,13.5,7.53,2.38,236.85
2590,2021,11.13,0.83,1.0,176.39
3114,2022,16.44,2.66,3.4,243.36
2382,2021,9.97,3.9,6.14,121.17
4143,2020,16.28,6.73,4.41,271.19
3669,2022,19.83,0.1,0.07,363.29
2841,2021,7.57,4.36,0.54,427.8
4979,2022,13.92,0.42,3.0,172.72
3084,2022,18.64,0.83,9.71,100.54
3145,2020,5.1,4.28,1.48,293.04
2812,2019,17.22,2.43,2.78,701.71
3134,2020,18.41,0.0,19.25,62.18
975,2019,13.19,2.95,0.73,566.11
4747,2019,15.27,0.98,7.46,277.39
1319,2022,15.54,1.92,0.03,491.95
183,2019,18.76,0.53,5.87,255.24
292,2021,10.42,1.36,1.39,303.03
1560,2019,5.64,4.79,2.2,409.74
829,2019,10.44,4.54,0.1,196.55
3224,2019,8.2,0.56,97.0,196.59
86,2022,17.15,0.82,6.22,249.78
566,2019,8.3,0.8,0.83,96.44
1854,2021,12.62,5.52,2.29,702.13
3747,2022,15.9,2.38,1.33,170.15
744,2022,10.24,8.5,3.03,164.44
2079,2019,16.23,2.05,4.35,216.3
1844,2022,7.58,2.95,1.0,402.23
2896,2020,6.36,2.33,4.18,421.83
4942,2021,18.69,0.0,6.33,58.41
1084,2022,10.23,1.53,7.07,480.69
2429,2020,6.97,8.7,4.6,576.52
3790,2019,13.91,0.37,4.25,158.57
1601,2020,17.0,0.12,8.9,112.0
4432,2021,8.02,7.67,3.86,402.1
3276,2021,9.36,1.68,4.74,398.19
3432,2021,6.46,0.0,4.62,256.66
1116,2022,11.42,0.0,6.0,54.29
1535,2020,19.46,1.55,19.0,301.66
3429,2019,14.8,0.0,3.44,115.85
2491,2021,9.88,0.0,2.17,242.32
4941,2022,7.17,0.85,4.2,400.01
264,2021,13.75,0.89,9.75,65.87
606,2019,10.15,0.57,6.17,319.85
1332,2022,15.58,5.89,1.56,707.48
4466,2019,14.86,1.74,0.74,678.45
468,2019,7.92,2.24,3.67,488.12
926,2019,18.77,1.15,1.45,428.26
1653,2019,7.99,4.18,1.44,369.29
3617,2019,10.21,4.69,9.38,213.79
2413,2020,7.1,0.0,4.08,550.86
3070,2022,5.82,1.89,5.33,173.93
4809,2022,11.03,6.21,4.33,169.25
4020,2020,17.82,1.02,3.0,359.4
1508,2019,7.9,1.69,3.0,255.06
4721,2020,19.91,4.53,1.67,34.15
3378,2019,15.22,3.1,1.97,614.07
108,2020,18.18,1.73,6.77,182.78
1687,2020,5.46,2.39,4.69,502.8
2751,2022,18.08,1.16,0.78,177.03
3602,2019,18.74,7.98,1.43,525.3
3934,2021,18.79,1.5,3.83,202.27
1683,2021,11.94,2.83,2.14,552.12
4841,2022,10.01,2.13,5.0,438.79
3108,2020,18.34,0.03,86.0,73.18
3652,2021,13.01,5.92,48.0,278.67
4940,2021,12.69,0.0,1.07,270.66
1561,2020,17.57,0.0,1.4,276.27
251,2021,9.86,1.95,2.81,454.94
3660,2021,13.77,0.0,3.88,459.55
788,2019,13.39,0.0,9.33,121.47
1047,2022,13.29,4.72,9.43,54.38
1916,2022,16.85,0.78,6.58,210.7
2081,2019,12.14,4.3,1.0,64.69
2850,2020,12.32,0.02,0.54,1127.51
2099,2021,5.95,3.3,0.2,260.0
1928,2020,8.44,0.34,4.05,299.89
4054,2020,6.32,1.5,6.0,103.49
1517,2021,17.23,0.88,2.04,744.72
4092,2022,6.65,6.9,13.4,250.45
4683,2020,11.1,3.94,0.2,681.42
898,2019,13.82,0.43,2.04,507.56
2242,2020,14.15,1.98,4.17,317.37
2457,2020,15.11,1.62,5.08,81.19
822,2022,6.05,5.37,3.62,139.97
2812,2021,17.37,2.43,2.78,701.71
1497,2021,17.92,2.46,4.69,487.99
2969,2021,14.05,0.0,0.5,394.11
2584,2020,13.91,1.15,3.23,207.68
4847,2020,10.14,3.1,3.18,166.39
4044,2021,13.33,2.92,5.47,464.88
4278,2019,5.43,5.39,5.85,466.08
1459,2019,6.17,0.87,4.32,600.76
2358,2020,15.83,0.42,1.58,65.59
2143,2022,13.32,0.86,0.85,236.79
1863,2019,14.21,1.37,4.07,134.07
3238,2019,16.29,1.35,1.23,178.89
1868,2020,8.69,3.04,18.8,159.09
2117,2021,19.52,0.0,3.54,202.46
2779,2022,18.31,6.3,3.1,387.03
4300,2019,9.78,0.4,1.91,61.25
3288,2021,7.72,1.94,32.0,60.49
4694,2019,17.82,2.84,0.6,203.49
3797,2021,8.88,0.35,4.13,190.79
1465,2021,17.73,6.56,0.75,220.45
3084,2022,17.04,0.83,9.71,100.54
4723,2019,6.51,0.35,1.71,155.82
1046,2020,7.54,5.07,0.15,1695.25
135,2020,17.66,4.2,1.11,491.84
2804,2020,18.48,0.33,7.0,377.29
4455,2019,9.19,2.03,2.39,374.21
1900,2019,5.35,3.77,22.0,115.1
532,2022,17.9,6.5,0.73,276.43
1380,2021,10.66,0.17,0.45,528.49
2536,2022,9.94,5.55,29.0,87.7
754,2021,10.2,0.16,5.18,479.8
4910,2021,11.24,2.22,3.34,689.77
1314,2020,10.67,0.78,8.29,97.89
287,2020,6.18,3.02,10.0,152.7
697,2020,19.02,2.14,0.8,411.4
2903,2022,18.19,4.4,16.75,78.24
2502,2021,14.9,0.34,6.62,470.22
2942,2019,8.32,7.57,1.88,234.16
3368,2020,5.74,6.05,5.15,184.76
2816,2022,6.49,0.8,2.71,299.91
1995,2020,9.86,6.85,66.0,73.19
3830,2019,12.87,6.12,5.81,94.68
4444,2020,7.71,0.46,3.0,347.18
1786,2019,12.94,2.48,0.17,490.66
1072,2019,14.38,1.73,11.67,142.24
4931,2020,12.26,1.1,4.56,111.89
724,2021,16.22,1.84,2.12,208.16
79,2021,17.9,3.99,4.67,141.32
2067,2022,19.89,5.33,4.23,429.07
4018,2021,15.21,3.48,3.4,190.13
3371,2020,12.83,1.49,5.0,68.35
3289,2019,16.94,0.38,0.22,2887.68
539,2022,16.94,2.61,5.65,248.82
4,2022,18.27,1.03,9.86,112.19
1922,2022,17.97,8.93,24.0,153.4
2289,2022,7.97,5.43,2.84,469.96
4227,2019,6.65,0.47,10.17,365.32
2545,2022,6.62,4.73,3.79,442.87
1232,2020,7.07,1.69,1.97,495.77
1195,2020,18.2,1.42,2.54,327.29
2861,2020,13.19,1.07,6.08,107.77
4946,2019,7.5,2.81,5.12,372.26
3904,2021,11.15,1.95,16.0,52.36
2316,2019,9.26,5.31,0.64,368.39
1702,2022,5.27,1.23,2.46,162.13
299,2021,16.85,0.18,4.26,356.63
1189,2020,7.86,3.16,2.15,385.67
4384,2019,10.3,0.55,2.96,233.25
3282,2022,18.75,1.86,1.67,274.45
1061,2020,5.61,4.22,4.42,112.56
1740,2019,5.22,0.0,1.1,361.98
1991,2020,17.57,0.22,17.2,197.38
238,2022,9.94,4.68,1.82,395.93
634,2022,7.08,4.02,1.08,309.27
3023,2019,6.94,0.65,4.27,323.69
4080,2021,12.36,3.28,2.29,114.66
1269,2022,15.5,0.4,4.5,357.76
2591,2019,12.09,0.34,3.52,182.98
2163,2020,18.61,3.77,0.69,259.97
3037,2020,11.14,6.92,3.45,488.09
3366,2019,12.71,5.64,2.14,522.44
1850,2022,15.43,2.72,2.17,110.37
1144,2021,12.81,2.6,1.2,221.04
1328,2020,6.38,0.48,10.14,79.13
4081,2022,11.49,0.34,14.0,11.95
3113,2021,14.14,1.94,3.04,424.28
2559,2021,18.39,3.87,1.76,194.93
2742,2022,10.07,0.0,0.79,537.44
2123,2019,15.38,1.47,0.09,630.76
2366,2019,6.58,0.15,3.07,550.11
4320,2020,13.62,0.0,4.57,251.87
1273,2020,14.28,0.42,3.07,425.3
298,2019,13.51,3.04,1.07,379.82
381,2021,16.97,5.52,3.08,355.81
1613,2019,15.63,3.97,5.53,377.15
3089,2022,19.87,1.64,1.23,421.25
2768,2021,16.87,8.51,1.44,173.5
462,2021,8.69,6.38,2.37,446.02
4613,2020,8.26,0.64,1.33,432.43
560,2022,11.03,0.49,1.92,313.13
1760,2022,6.06,2.39,0.8,575.19
2426,2019,10.54,0.74,5.29,180.36
426,2020,12.87,0.91,1.26,570.27
1576,2020,14.02,3.73,2.08,557.53
2848,2019,13.23,1.41,17.0,36.02
4700,2019,16.47,0.83,5.33,234.86
4292,2019,7.98,2.79,2.14,277.92
2159,2020,12.4,5.85,0.57,72.52
2118,2019,9.91,0.22,1.38,401.46
568,2020,12.6,2.64,30.0,76.31
976,2020,10.36,3.62,6.15,374.41
786,2021,14.41,2.15,2.5,300.11
2367,2021,12.45,6.65,3.9,241.72
2232,2022,17.11,5.68,1.59,736.4
2037,2019,18.28,6.45,2.5,381.69
2299,2021,6.8,3.17,0.42,445.72
1711,2021,15.82,0.0,0.73,325.17
1988,2019,11.25,1.27,4.17,107.91
3350,2019,15.22,0.9,9.83,49.61
3396,2021,14.42,0.99,7.08,122.19
4813,2022,12.72,2.49,1.36,187.7
2985,2020,6.22,7.76,4.5,307.27
4179,2022,12.74,4.06,2.54,563.46
628,2020,14.26,4.51,1.09,147.41
3754,2022,9.43,0.73,7.0,378.05
3554,2021,19.3,4.84,2.41,546.97
920,2022,12.8,4.51,9.33,97.68
1534,2020,7.74,0.78,0.48,354.53
4725,2019,6.62,1.05,3.35,404.29
4214,2019,13.12,0.0,4.27,172.38
4201,2022,7.89,2.32,2.0,170.75
2051,2021,13.98,7.58,8.08,318.96
2708,2022,7.13,0.14,4.4,511.92
3746,2022,14.03,1.63,1.79,230.22
2435,2021,19.67,1.45,9.0,257.71
3699,2022,17.11,2.63,1.44,452.04
385,2021,8.14,5.18,4.33,253.73
665,2022,7.35,0.0,3.52,696.24
4856,2020,14.29,0.0,4.0,208.72
1341,2021,12.19,0.09,1.97,531.42
2474,2020,11.81,3.47,1.46,404.16
1524,2022,19.8,3.58,2.96,377.09
4985,2021,12.99,1.71,4.67,180.52
1501,2022,8.28,4.29,50.0,74.15
286,2020,9.14,4.15,3.5,98.48
2657,2021,13.55,2.94,4.4,289.44
2668,2020,18.48,4.66,13.0,46.65
2258,2019,18.29,0.48,3.48,211.43
4089,2022,6.9,0.56,0.18,3386.22
979,2020,5.03,1.13,2.0,513.0
714,2022,7.68,0.07,4.22,196.71
4916,2020,10.1,3.27,2.86,186.56
4135,2021,15.02,1.81,0.07,285.87
72,2021,5.85,5.98,5.29,552.78
3852,2020,7.88,0.68,8.5,194.01
2230,2022,15.54,2.65,3.12,167.76
2341,2019,15.47,0.94,1.5,205.29
4383,2019,15.53,1.89,0.9,1178.73
4160,2021,15.64,0.06,1.82,643.17
4725,2022,9.63,1.05,3.35,404.29
1051,2019,10.51,5.14,0.76,346.8
4991,2022,10.15,4.36,15.0,139.2
2049,2019,14.05,2.72,2.04,305.5
894,2019,11.45,4.94,8.44,149.32
4070,2021,9.86,4.06,0.48,123.25
364,2019,14.81,0.16,6.7,521.13
4209,2022,18.99,0.0,1.77,776.76
2180,2022,13.41,1.86,5.0,119.7
648,2021,12.41,0.15,0.72,253.13
2259,2021,12.72,1.76,5.0,279.08
212,2021,5.37,0.39,2.0,460.48
1240,2021,6.58,1.11,0.24,243.94
2042,2019,7.24,1.27,1.52,589.0
2093,2021,16.58,2.19,3.83,152.33
814,2020,16.26,4.53,1.94,199.25
2615,2019,17.64,0.96,22.5,128.52
1139,2020,6.59,6.67,2.71,246.62
277,2022,7.97,4.93,0.8,653.63
3651,2019,17.49,2.01,4.55,326.36
1477,2021,17.09,0.61,1.34,650.36
4206,2022,17.97,2.74,2.15,424.34
2285,2020,9.66,4.84,3.58,344.05
465,2021,13.55,4.11,2.4,288.4
728,2019,16.69,2.14,1.02,925.79
4112,2020,5.48,0.0,2.32,303.07
902,2020,12.47,1.91,2.5,233.25
2278,2019,17.92,0.53,21.5,97.65
2132,2021,7.39,0.46,1.22,251.85
2837,2022,19.01,2.2,3.44,471.07
1860,2019,7.77,4.22,2.11,286.04
2898,2019,9.54,2.02,2.82,503.95
687,2020,12.45,4.93,8.91,308.46
1907,2022,13.83,3.01,0.18,234.97
1341,2022,12.24,0.09,1.97,531.42
3820,2022,5.0,0.22,3.21,278.49
3107,2020,9.88,0.0,1.71,60.53
2525,2019,6.25,0.1,32.0,194.62
2739,2020,13.72,1.48,4.54,571.73
3980,2020,13.33,0.0,5.88,240.31
1237,2020,14.05,4.17,0.09,263.98
627,2019,10.19,0.83,11.29,105.85
1007,2021,5.28,3.57,3.71,198.0
1564,2021,18.32,7.45,0.37,1915.34
4206,2021,7.47,2.74,2.15,424.34
4461,2022,15.12,3.05,0.83,578.0
4650,2022,19.23,2.81,10.86,193.0
3792,2022,10.26,2.6,0.86,291.01
2004,2021,8.03,3.5,2.96,163.15
1776,2019,11.34,2.7,21.33,70.65
4593,2021,10.49,5.28,1.73,477.38
408,2019,17.42,0.81,1.5,213.19
559,2019,9.68,0.79,3.43,340.41
1633,2019,8.51,1.22,2.17,373.09
3833,2020,11.35,3.8,2.04,417.14
629,2019,15.51,0.0,1.4,224.61
578,2020,10.61,2.93,1.96,733.51
3402,2019,14.81,1.39,3.25,86.65
1053,2019,9.0,1.75,1.56,80.61
1200,2019,7.56,1.94,1.56,487.24
1175,2019,5.85,1.72,13.0,160.32
1592,2022,7.49,1.39,6.5,114.19
4050,2022,19.73,0.65,0.72,400.41
2886,2022,6.12,5.86,3.12,396.31
712,2019,16.67,0.53,0.5,293.14
4572,2019,19.69,0.63,9.75,184.44
3312,2021,17.33,6.08,14.14,36.34
3556,2022,10.68,0.44,4.25,39.97
2297,2019,12.4,2.03,2.93,529.03
820,2022,6.07,5.62,8.25,153.98
4109,2021,12.83,2.21,0.42,364.01
3876,2019,11.88,2.78,6.2,227.99
2680,2019,10.42,1.58,3.18,162.9
3214,2020,7.73,0.45,1.4,146.74
2945,2019,16.03,0.39,1.11,522.94
3070,2022,14.25,1.89,5.33,173.93
2752,2021,9.19,0.0,30.0,0.0
2893,2019,13.11,1.28,8.8,310.77
2399,2019,11.35,5.09,6.44,179.03
2324,2021,11.24,0.0,1.46,678.43
2732,2020,15.94,0.91,1.26,274.94
1933,2019,13.11,0.81,1.0,187.81
4749,2021,18.16,2.84,11.33,42.35
1969,2019,6.03,6.85,3.39,367.21
4676,2020,14.71,0.04,0.1,220.25
4501,2021,7.88,1.88,0.55,170.07
4357,2021,11.12,4.73,0.27,3632.4
1664,2020,12.51,2.86,2.0,367.98
4025,2022,11.13,0.0,3.37,291.77
961,2020,5.52,0.01,19.8,328.21
140,2022,5.56,3.34,0.11,5050.05
886,2020,8.9,3.54,1.7,279.85
3418,2020,5.51,1.06,2.45,259.66
4940,2022,17.83,0.0,1.07,270.66
4601,2022,10.79,5.67,0.29,444.45
4287,2020,6.6,2.51,1.37,328.88
4233,2020,19.51,0.84,1.87,222.49
3743,2019,15.17,0.0,7.83,112.28
3989,2022,19.77,2.59,4.8,329.29
1393,2019,10.57,1.11,0.88,217.78
4242,2019,9.49,0.33,3.41,571.51
1863,2021,16.76,1.37,4.07,134.07
675,2021,16.88,0.0,1.32,954.08
730,2021,14.31,0.28,0.45,750.04
777,2021,9.11,0.0,10.0,234.97
1925,2021,18.34,2.5,21.0,23.79
96,2021,11.26,2.75,0.16,2721.37
1256,2022,13.9,2.78,0.32,4093.66
4271,2022,13.8,0.2,12.5,40.23
3975,2021,8.16,1.99,0.79,544.14
2782,2022,7.4,7.74,2.33,313.64
1577,2021,17.3,1.72,24.0,48.44
2620,2021,13.22,5.92,2.33,163.65
4562,2019,16.74,1.49,17.33,109.02
2665,2020,15.0,7.69,0.8,572.47
3564,2022,9.49,1.47,24.0,0.0
4067,2019,15.57,2.35,1.28,392.44
193,2020,6.01,0.09,5.82,452.9
4054,2020,5.65,1.5,6.0,103.49
649,2020,19.17,1.03,8.73,286.88
1846,2020,9.57,3.21,41.0,325.68
603,2022,15.17,3.44,4.26,341.65
1736,2019,15.68,0.93,4.75,282.35
2656,2022,15.46,8.23,2.67,401.25
3097,2021,18.1,0.75,4.0,186.63
1778,2022,9.65,0.69,5.28,316.94
287,2021,17.46,3.02,10.0,152.7
4503,2022,9.98,1.52,1.0,647.79
1029,2022,16.91,0.45,2.93,860.74
1180,2021,6.05,0.0,5.11,228.91
2009,2021,15.16,4.95,2.12,299.51
1371,2019,18.85,1.68,6.4,458.72
1199,2019,16.01,1.22,2.14,278.86
680,2020,19.42,0.0,7.5,196.57
4249,2020,5.83,2.6,7.5,252.28
4847,2019,10.38,3.1,3.18,166.39
4253,2021,10.52,1.47,20.33,128.09
129,2019,9.67,0.24,0.68,565.48
4938,2020,11.74,0.11,3.77,257.16
1978,2021,11.37,1.3,3.04,542.0
1042,2021,8.9,2.17,2.0,480.13
4780,2019,9.34,0.03,0.71,79.81
2892,2020,7.8,4.61,14.6,103.13
4027,2022,10.04,0.0,0.02,1370.92
46,2021,19.8,1.01,3.47,207.39
2260,2022,10.66,0.17,0.17,2450.44
1164,2020,7.73,3.16,12.6,179.28
1692,2020,17.28,1.16,2.13,615.74
4189,2021,18.57,7.13,4.86,117.39
1394,2020,19.22,0.43,0.46,348.1
3382,2021,6.74,3.68,5.56,306.43
3836,2019,18.16,0.73,3.32,298.85
2048,2022,19.38,1.6,1.07,205.16
2048,2019,10.44,1.6,1.07,205.16
1258,2020,12.54,4.11,0.75,478.77
877,2021,12.57,4.85,2.35,538.49
2407,2021,10.02,0.38,2.18,151.59
2410,2019,18.94,1.45,2.33,392.14
1682,2022,16.64,1.91,1.12,186.95
4013,2021,9.81,0.34,4.56,508.96
4730,2021,13.0,1.34,3.46,269.38
11,2021,13.05,0.0,2.36,206.84
1324,2020,16.4,3.92,6.38,246.66
4732,2019,17.26,6.95,1.0,518.94
4231,2020,17.02,2.52,0.25,338.54
3866,2021,8.51,4.29,2.18,323.12
431,2020,7.8,2.97,1.93,523.8
4331,2019,6.4,7.53,3.18,343.54
1986,2020,18.63,1.87,0.17,367.37
4189,2019,17.4,7.13,4.86,117.39
1405,2021,17.65,0.83,0.28,434.82
1192,2020,18.13,2.7,2.46,436.1
1943,2020,16.53,4.8,16.33,130.67
2951,2019,8.64,3.69,27.5,238.57
45,2021,7.73,3.35,2.62,259.42
2104,2022,18.18,3.56,0.21,3291.14
2473,2021,15.59,1.02,3.0,117.77
3881,2019,18.13,0.25,0.58,1922.79
2085,2021,10.98,0.62,5.28,204.74
2374,2020,9.25,0.56,3.75,343.18
3642,2019,5.15,1.09,6.46,364.06
642,2022,6.38,0.54,2.92,232.16
4563,2022,10.75,2.93,1.67,244.71
1608,2022,19.53,0.0,0.44,878.39
1493,2021,11.67,2.08,0.75,76.29
2933,2020,5.05,4.29,2.0,520.69
462,2020,15.66,6.38,2.37,446.02
4650,2022,13.47,2.81,10.86,193.0
732,2019,13.91,0.4,10.78,175.49
4296,2022,19.89,0.0,3.91,240.98
4127,2021,19.3,1.92,19.0,120.66
2740,2021,7.24,2.52,12.25,189.43
4101,2020,16.79,0.4,0.23,4971.62
3122,2019,13.73,1.56,0.01,2776.7
3467,2022,18.97,4.85,2.91,165.06
4551,2020,16.83,0.0,0.23,210.42
4082,2020,5.43,2.14,3.41,369.68
3011,2020,7.65,0.19,9.5,115.42
3374,2020,12.45,1.83,0.03,4986.41
2773,2019,11.19,4.61,3.36,448.72
830,2019,9.82,1.97,6.21,160.98
4831,2020,15.11,0.0,1.38,174.46
4672,2022,9.96,2.19,0.09,249.35
4303,2020,7.47,0.0,1.85,274.55
1540,2022,17.85,3.62,11.0,124.21
2645,2019,7.93,0.68,0.56,241.6
2473,2020,19.09,1.02,3.0,117.77
4692,2022,16.92,2.98,4.22,561.1
511,2021,13.9,1.66,1.76,275.11
726,2021,19.06,4.38,4.22,402.54
1993,2022,7.8,6.26,0.37,1512.51
2757,2021,17.28,0.4,2.5,312.05
1205,2020,13.23,0.74,15.0,217.17
2510,2019,12.25,5.15,26.0,197.92
1601,2020,19.19,0.12,8.9,112.0
1187,2022,9.45,2.69,11.0,131.22
2720,2019,7.23,1.57,7.88,86.46
4181,2020,15.3,1.13,0.05,1458.32
4130,2019,9.5,0.48,1.54,407.22
1515,2021,13.52,1.96,2.05,450.18
3833,2021,19.62,3.8,2.04,417.14
833,2021,6.98,0.79,0.33,1241.89
4014,2022,10.87,7.86,3.28,578.8
3523,2019,19.21,1.36,4.26,205.38
1801,2020,10.14,3.54,2.55,240.06
4822,2021,8.25,1.54,1.27,224.91
986,2020,7.97,1.77,0.11,117.04
1773,2019,17.34,1.11,6.62,212.97
3665,2022,10.4,1.33,18.5,159.82
2047,2021,17.26,2.04,4.57,340.13
250,2020,7.42,1.52,0.05,1255.63
2711,2020,9.89,3.73,2.41,150.17
2171,2021,13.92,5.6,9.2,503.16
2780,2021,13.39,1.08,3.23,403.99
4362,2019,11.33,0.68,2.55,546.82
426,2020,18.09,0.91,1.26,570.27
1545,2020,13.86,0.0,1.71,705.81
4417,2021,13.58,0.74,6.62,190.45
1983,2021,8.79,4.82,0.59,239.74
4219,2019,12.32,4.16,7.11,137.14
3786,2022,15.97,4.52,5.11,247.5
439,2021,11.91,4.57,1.87,577.44
3640,2021,11.59,1.79,0.92,333.24
4608,2020,7.44,2.37,1.45,128.46
3317,2022,5.81,4.2,1.93,538.29
465,2022,16.3,4.11,2.4,288.4
604,2021,9.94,7.83,11.17,246.62
1340,2020,12.33,1.55,10.78,234.67
3541,2019,18.93,1.81,1.58,217.82
4263,2019,12.07,1.84,5.2,91.96
4507,2022,15.63,2.23,2.45,241.99
3980,2019,14.79,0.0,5.88,240.31
1818,2020,6.39,0.09,3.19,281.16
473,2019,19.0,1.83,3.09,150.97
1015,2021,18.65,2.14,3.68,395.01
3859,2020,9.45,1.35,2.5,286.4
3800,2019,13.96,5.94,1.83,679.14
4907,2020,18.72,0.63,3.0,225.49
2925,2020,8.66,5.58,1.12,466.28
134,2019,10.48,6.3,0.32,579.87
795,2022,5.68,0.74,13.4,207.28
4029,2021,18.51,0.81,5.31,167.62
1187,2020,19.3,2.69,11.0,131.22
4652,2022,15.9,2.7,0.37,740.02
729,2021,17.03,4.17,0.34,512.5
2133,2022,15.22,0.77,0.33,415.44
1163,2019,16.93,0.34,0.5,307.52
4243,2021,17.4,3.31,3.33,366.94
1841,2021,11.07,1.61,7.38,276.68
2690,2022,9.29,1.99,21.0,79.29
2575,2022,19.98,1.58,1.41,313.36
2312,2019,6.1,4.18,2.39,369.4
2483,2021,18.71,0.88,0.29,1660.52
3713,2020,8.75,8.65,4.27,611.54
492,2020,10.13,3.85,1.57,392.23
2841,2022,10.96,4.36,0.54,427.8
4249,2022,10.59,2.6,7.5,252.28
1692,2022,11.17,1.16,2.13,615.74
599,2019,15.65,0.31,2.4,253.2
1790,2019,5.28,2.57,2.58,500.98
2388,2020,5.9,0.6,3.15,721.4
2058,2020,7.01,1.36,1.92,293.3
4514,2019,5.3,1.53,0.07,622.07
656,2019,11.71,0.24,1.37,382.0
