PU_ID,Player,Team,Age,Height,Weight,Position,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets,PlayerFatigue,MatchPressure,InjuryHistory,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining,Season
1564,Player C,Team B,32,188.5,110.42,Midfielder,240.0,18.0,0,1,93.35,8.75,32,14,16,2,0.5,53,9,18.32,7.45,0.37,1915.34,2021
4206,Player D,Team B,29,167.17,57.59,Forward,260.0,11.0,1,2,70.46,5.84,54,0,11,0,0.7,98,2,7.47,2.74,2.15,424.34,2021
4461,Player A,Team C,35,181.14,97.54,Defender,23.0,9.0,9,0,56.53,14.84,48,5,17,2,0.7,28,8,15.12,3.05,0.83,578.0,2022
4650,Player C,Team A,18,180.8,70.74,Goalkeeper,6.0,7.0,5,1,59.89,11.38,75,5,2,5,0.7,99,3,19.23,2.81,10.86,193.0,2022
3792,Player C,Team B,20,249.14,82.71,Forward,27.0,2.0,3,4,66.71,10.23,19,4,0,1,0.49,77,2,10.26,2.6,0.86,291.01,2022
2004,Player D,Team B,30,183.07,98.07,Midfielder,25.0,5.0,0,0,85.79,12.44,74,3,11,1,0.2,42,0,8.03,3.5,2.96,163.15,2021
1776,Player B,Team A,31,198.1,119.74,Midfielder,20.0,4.0,0,1,76.44,5.09,48,0,16,2,0.77,54,8,11.34,2.7,21.33,70.65,2019
4593,Player D,Team A,26,173.9,98.03,Forward,29.0,10.0,0,0,93.52,14.53,66,8,5,0,0.17,77,5,10.49,5.28,1.73,477.38,2021
408,Player D,Team B,33,192.16,95.71,Forward,15.0,9.0,4,3,74.69,11.29,89,11,0,6,0.77,47,0,17.42,0.81,1.5,213.19,2019
559,Player B,Team B,24,180.92,110.82,Midfielder,27.0,18.0,3,3,85.24,14.32,87,0,4,6,0.13,12,5,9.68,0.79,3.43,340.41,2019
1633,Player C,Team A,32,161.22,73.65,Midfielder,220.0,2.0,1,4,90.44,14.95,77,10,22,3,0.45,53,2,8.51,1.22,2.17,373.09,2019
3833,Player B,Team C,30,175.49,82.76,Goalkeeper,23.0,11.0,8,3,102.66,11.16,53,0,15,8,0.51,33,5,11.35,3.8,2.04,417.14,2020
629,Player C,Team C,39,172.78,90.81,Midfielder,19.0,9.0,5,1,84.76,13.16,42,0,9,5,0.69,28,5,15.51,0.0,1.4,224.61,2019
578,Player B,Team C,26,191.01,96.95,Forward,25.0,17.0,1,1,112.12,8.87,28,3,27,3,0.81,82,8,10.61,2.93,1.96,733.51,2020
3402,Player D,Team A,31,192.15,106.53,Forward,3.0,4.0,0,1,61.22,14.46,77,11,21,1,0.28,40,1,14.81,1.39,3.25,86.65,2019
1053,Player C,Team A,27,198.12,98.6,Defender,8.0,5.0,2,4,61.3,12.96,75,12,20,2,0.66,89,1,9.0,1.75,1.56,80.61,2019
1200,Player A,Team A,31,171.41,72.45,Defender,24.0,3.0,0,0,79.77,7.4,6,12,19,6,0.38,90,4,7.56,1.94,1.56,487.24,2019
1175,Player C,Team B,28,175.29,101.04,Goalkeeper,3.0,6.0,4,4,69.71,11.89,86,3,13,9,0.72,47,9,5.85,1.72,13.0,160.32,2019
1592,Player D,Team C,31,181.41,90.03,Goalkeeper,9.0,10.0,8,1,88.33,11.35,78,8,20,2,0.54,34,0,7.49,1.39,6.5,114.19,2022
4050,Player D,Team C,32,163.33,97.08,Midfielder,24.0,12.0,7,2,61.55,11.4,62,4,11,1,0.08,21,5,19.73,0.65,0.72,400.41,2022
2886,Player D,Team A,23,166.11,87.85,Goalkeeper,24.0,10.0,7,3,64.1,5.86,11,7,20,8,0.42,44,6,6.12,5.86,3.12,396.31,2022
712,Player A,Team C,21,172.05,79.14,Defender,9.0,9.0,0,3,65.91,9.76,28,13,20,1,0.85,91,6,16.67,0.53,0.5,293.14,2019
4572,Player A,Team A,31,175.38,50.31,Goalkeeper,7.0,3.0,1,4,98.51,14.21,89,14,26,9,0.73,59,5,19.69,0.63,9.75,184.44,2019
3312,Player A,Team B,25,166.97,82.7,Forward,6.0,0.0,0,4,58.08,11.5,51,10,27,6,0.82,98,0,17.33,6.08,14.14,36.34,2021
3556,Player A,Team B,30,186.96,116.52,Midfielder,7.0,0.0,5,2,119.24,8.14,74,6,10,9,0.4,16,0,10.68,0.44,4.25,39.97,2022
2297,Player C,Team C,30,181.74,102.99,Defender,280.0,14.0,9,1,97.07,5.73,41,12,5,2,0.51,26,2,12.4,2.03,2.93,529.03,2019
820,Player C,Team C,29,193.83,77.45,Defender,3.0,11.0,8,3,69.21,13.91,43,6,6,9,0.55,16,5,6.07,5.62,8.25,153.98,2022
4109,Player A,Team C,39,160.38,102.37,Goalkeeper,11.0,8.0,8,2,67.74,11.38,20,14,14,7,0.54,70,4,12.83,2.21,0.42,364.01,2021
3876,Player A,Team A,36,188.99,97.21,Goalkeeper,9.0,9.0,1,0,97.81,5.26,53,3,15,4,0.88,72,7,11.88,2.78,6.2,227.99,2019
2680,Player A,Team C,18,166.16,88.44,Goalkeeper,27.0,2.0,5,4,92.41,14.81,3,0,24,3,0.94,37,8,10.42,1.58,3.18,162.9,2019
3214,Player A,Team A,18,192.56,75.19,Goalkeeper,90.0,2.0,6,0,62.84,13.99,3,13,25,1,0.1,22,4,7.73,0.45,1.4,146.74,2020
2945,Player B,Team A,24,187.16,75.98,Goalkeeper,26.0,11.0,3,2,99.29,14.96,60,3,9,7,0.27,6,0,16.03,0.39,1.11,522.94,2019
3070,Player A,Team B,32,186.42,88.23,Forward,14.0,13.0,4,0,87.08,14.68,73,5,22,7,0.85,17,7,14.25,1.89,5.33,173.93,2022
2752,Player C,Team B,29,199.09,92.82,Defender,0.0,0.0,3,4,98.65,11.96,58,4,10,8,0.51,38,1,9.19,0.0,30.0,0.0,2021
2893,Player A,Team C,34,174.8,119.19,Goalkeeper,4.0,18.0,9,1,70.21,9.92,72,9,17,8,0.14,37,0,13.11,1.28,8.8,310.77,2019
2399,Player D,Team A,37,184.61,69.18,Forward,8.0,4.0,9,4,57.5,11.83,87,0,27,9,0.25,23,5,11.35,5.09,6.44,179.03,2019
2324,Player C,Team A,30,199.73,105.41,Defender,25.0,10.0,5,2,77.52,13.38,36,8,23,6,0.16,61,4,11.24,0.0,1.46,678.43,2021
2732,Player D,Team A,24,180.36,120.14,Goalkeeper,26.0,12.0,4,4,68.49,7.59,41,4,20,7,0.26,61,6,15.94,0.91,1.26,274.94,2020
1933,Player C,Team C,30,162.91,110.33,Forward,140.0,19.0,1,4,58.36,11.63,57,0,27,2,0.35,77,5,13.11,0.81,1.0,187.81,2019
4749,Player A,Team A,32,160.07,62.25,Goalkeeper,2.0,2.0,0,3,114.68,14.95,61,6,26,3,0.71,32,0,18.16,2.84,11.33,42.35,2021
1969,Player A,Team C,39,160.71,113.47,Forward,27.0,19.0,3,0,86.1,11.97,36,0,12,4,0.1,7,5,6.03,6.85,3.39,367.21,2019
4676,Player C,Team C,33,193.3,68.63,Goalkeeper,9.0,6.0,4,0,70.21,5.99,94,11,11,8,0.73,61,5,14.71,0.04,0.1,220.25,2020
4501,Player A,Team B,30,164.53,126.42,Midfielder,28.0,4.0,8,3,99.23,9.67,70,10,19,2,0.18,47,4,7.88,1.88,0.55,170.07,2021
4357,Player B,Team C,23,198.52,52.81,Defender,250.0,0.0,9,2,88.87,7.04,17,12,22,7,0.76,94,9,11.12,4.73,0.27,3632.4,2021
1664,Player C,Team B,37,190.86,117.52,Forward,28.0,15.0,6,1,68.39,6.28,2,7,0,9,0.77,23,7,12.51,2.86,2.0,367.98,2020
4025,Player C,Team B,38,183.74,187.86,Defender,260.0,18.0,6,1,97.71,12.18,21,2,28,7,0.72,1,0,11.13,0.0,3.37,291.77,2022
961,Player A,Team C,19,187.75,110.36,Defender,4.0,15.0,5,4,86.49,14.1,27,11,20,4,0.39,67,9,5.52,0.01,19.8,328.21,2020
140,Player D,Team B,24,179.35,95.4,Midfielder,280.0,3.0,0,2,97.04,10.27,75,1,7,2,0.21,71,8,5.56,3.34,0.11,5050.05,2022
886,Player A,Team C,34,181.52,50.74,Midfielder,22.0,5.0,4,4,73.61,13.03,25,11,1,8,0.46,55,1,8.9,3.54,1.7,279.85,2020
3418,Player D,Team A,30,194.96,111.05,Midfielder,10.0,5.0,8,4,97.57,5.5,55,5,20,1,0.67,4,7,5.51,1.06,2.45,259.66,2020
4940,Player C,Team B,33,167.89,97.7,Forward,130.0,18.0,5,3,81.71,11.27,68,2,15,5,0.84,66,9,17.83,0.0,1.07,270.66,2022
4601,Player A,Team C,21,181.49,85.45,Forward,200.0,10.0,0,4,83.0,10.77,64,0,26,7,0.06,64,4,10.79,5.67,0.29,444.45,2022
4287,Player A,Team B,34,163.46,111.19,Forward,26.0,4.0,9,1,75.66,14.12,30,2,24,7,0.75,63,7,6.6,2.51,1.37,328.88,2020
4233,Player B,Team A,22,191.41,62.54,Defender,29.0,1.0,9,0,78.52,14.56,8,6,10,5,0.65,31,0,19.51,0.84,1.87,222.49,2020
3743,Player C,Team C,21,178.64,98.81,Goalkeeper,5.0,11.0,0,4,65.1,11.42,42,3,3,4,0.86,47,1,15.17,0.0,7.83,112.28,2019
3989,Player D,Team C,20,169.4,76.09,Forward,9.0,10.0,1,0,55.39,11.94,51,3,17,3,0.11,22,3,19.77,2.59,4.8,329.29,2022
1393,Player B,Team B,27,183.41,95.6,Defender,240.0,8.0,9,0,63.56,8.39,11,4,26,8,0.84,89,2,10.57,1.11,0.88,217.78,2019
4242,Player B,Team C,30,173.63,105.92,Midfielder,26.0,10.0,9,1,82.6,10.05,63,1,9,3,0.83,96,5,9.49,0.33,3.41,571.51,2019
1863,Player B,Team C,30,216.82,102.62,Forward,14.0,2.0,1,2,73.11,14.02,97,3,5,2,0.42,25,8,16.76,1.37,4.07,134.07,2021
675,Player A,Team C,32,191.82,170.55,Defender,70.0,8.0,0,0,75.27,6.33,93,1,7,7,0.53,45,1,16.88,0.0,1.32,954.08,2021
730,Player C,Team A,24,185.17,56.2,Goalkeeper,21.0,19.0,1,2,55.97,6.36,7,4,15,1,0.81,77,1,14.31,0.28,0.45,750.04,2021
777,Player D,Team C,24,183.52,104.81,Defender,20.0,12.0,4,3,82.23,8.06,78,5,27,8,0.87,56,6,9.11,0.0,10.0,234.97,2021
1925,Player A,Team A,28,212.69,111.55,Goalkeeper,1.0,2.0,9,1,87.48,7.52,10,0,11,1,0.25,89,2,18.34,2.5,21.0,23.79,2021
96,Player B,Team A,27,173.49,73.47,Defender,150.0,19.0,7,1,54.43,13.89,92,5,24,9,0.41,82,7,11.26,2.75,0.16,2721.37,2021
1256,Player B,Team C,32,168.4,75.42,Defender,260.0,10.0,5,2,95.47,14.03,93,14,5,0,0.88,50,4,13.9,2.78,0.32,4093.66,2022
4271,Player B,Team B,19,163.15,53.54,Defender,1.0,3.0,3,4,66.69,5.84,41,0,8,2,0.3,38,0,13.8,0.2,12.5,40.23,2022
3975,Player C,Team A,25,176.83,110.98,Forward,13.0,18.0,8,4,97.05,7.81,35,7,13,5,0.3,5,3,8.16,1.99,0.79,544.14,2021
2782,Player C,Team A,35,176.44,77.23,Defender,17.0,18.0,1,3,66.51,8.08,84,2,19,3,0.88,39,3,7.4,7.74,2.33,313.64,2022
1577,Player B,Team B,29,187.87,74.78,Defender,3.0,2.0,4,4,113.39,14.13,79,5,27,9,0.46,48,7,17.3,1.72,24.0,48.44,2021
2620,Player C,Team B,33,186.38,77.59,Midfielder,8.0,7.0,5,4,76.48,12.93,77,6,29,8,0.95,34,2,13.22,5.92,2.33,163.65,2021
4562,Player A,Team B,20,166.11,73.12,Defender,2.0,12.0,1,3,83.91,6.42,85,5,20,6,1.0,80,3,16.74,1.49,17.33,109.02,2019
2665,Player A,Team A,33,178.95,150.03,Midfielder,290.0,17.0,1,0,96.11,11.45,58,11,29,2,0.73,18,0,15.0,7.69,0.8,572.47,2020
3564,Player A,Team C,26,178.93,54.28,Forward,0.0,0.0,6,2,86.75,8.89,65,12,23,1,0.38,70,7,9.49,1.47,24.0,0.0,2022
4067,Player A,Team C,35,192.37,82.44,Defender,17.0,6.0,6,1,71.53,9.32,25,5,7,9,0.46,51,5,15.57,2.35,1.28,392.44,2019
193,Player C,Team C,27,175.52,110.73,Defender,16.0,10.0,9,4,76.96,6.63,51,4,19,0,0.49,93,7,6.01,0.09,5.82,452.9,2020
4054,Player B,Team B,20,172.11,73.17,Defender,5.0,8.0,3,2,87.86,6.93,11,6,26,1,0.02,68,2,5.65,1.5,6.0,103.49,2020
649,Player A,Team B,35,184.03,110.06,Midfielder,10.0,15.0,2,1,56.77,11.22,41,0,14,2,0.29,69,4,19.17,1.03,8.73,286.88,2020
1846,Player D,Team B,31,172.55,66.42,Forward,1.0,18.0,5,3,68.8,5.89,3,10,26,8,0.41,83,7,9.57,3.21,41.0,325.68,2020
603,Player B,Team A,27,186.23,76.86,Forward,18.0,2.0,0,4,91.05,8.11,49,2,2,0,0.23,59,4,15.17,3.44,4.26,341.65,2022
1736,Player A,Team C,20,169.95,95.19,Forward,3.0,15.0,0,2,65.98,6.33,20,11,18,7,0.53,11,2,15.68,0.93,4.75,282.35,2019
2656,Player C,Team A,23,173.91,233.3,Forward,17.0,16.0,3,3,63.91,7.7,0,10,4,6,0.47,38,7,15.46,8.23,2.67,401.25,2022
3097,Player A,Team C,33,161.4,51.94,Defender,110.0,12.0,7,4,65.52,8.76,9,4,0,0,0.07,89,2,18.1,0.75,4.0,186.63,2021
1778,Player D,Team A,27,186.21,56.12,Goalkeeper,17.0,6.0,1,0,70.6,5.31,25,3,12,9,0.6,80,9,9.65,0.69,5.28,316.94,2022
287,Player A,Team A,35,185.36,91.65,Midfielder,8.0,0.0,0,2,97.32,8.75,66,13,7,4,0.26,82,8,17.46,3.02,10.0,152.7,2021
4503,Player A,Team C,23,170.34,58.62,Defender,26.0,13.0,9,0,56.61,6.95,72,7,0,6,0.53,1,2,9.98,1.52,1.0,647.79,2022
1029,Player A,Team C,37,188.52,83.51,Forward,26.0,19.0,6,3,74.74,6.81,40,0,10,4,0.52,65,3,16.91,0.45,2.93,860.74,2022
1180,Player B,Team B,19,182.59,76.35,Forward,17.0,10.0,8,2,98.49,5.11,75,9,5,7,0.92,1,5,6.05,0.0,5.11,228.91,2021
2009,Player A,Team B,23,187.85,74.45,Goalkeeper,15.0,3.0,5,1,54.58,11.73,88,2,18,3,0.58,60,9,15.16,4.95,2.12,299.51,2021
1371,Player C,Team C,37,180.04,62.38,Forward,14.0,9.0,0,0,65.68,7.77,36,11,12,7,0.78,10,1,18.85,1.68,6.4,458.72,2019
1199,Player A,Team B,27,173.11,114.04,Forward,28.0,18.0,1,3,118.09,11.27,22,12,22,3,0.29,50,4,16.01,1.22,2.14,278.86,2019
680,Player D,Team C,31,193.36,74.98,Goalkeeper,1.0,12.0,1,2,57.76,13.55,82,6,22,9,0.84,12,5,19.42,0.0,7.5,196.57,2020
4249,Player A,Team A,37,167.53,65.32,Forward,7.0,7.0,7,3,66.62,10.6,5,9,27,4,0.7,26,0,5.83,2.6,7.5,252.28,2020
4847,Player A,Team B,33,176.43,86.72,Defender,21.0,8.0,6,4,95.14,11.73,42,2,5,0,0.29,42,8,10.38,3.1,3.18,166.39,2019
4253,Player B,Team A,25,186.04,93.13,Midfielder,2.0,12.0,6,4,84.43,14.92,16,14,18,3,0.23,57,5,10.52,1.47,20.33,128.09,2021
129,Player D,Team B,19,168.21,85.98,Defender,27.0,18.0,4,4,97.78,10.25,50,4,8,0,0.24,31,3,9.67,0.24,0.68,565.48,2019
4938,Player D,Team C,22,178.34,226.58,Midfielder,12.0,1.0,7,3,95.93,7.66,69,1,4,9,0.38,23,4,11.74,0.11,3.77,257.16,2020
1978,Player C,Team A,26,172.29,89.83,Midfielder,22.0,11.0,2,2,85.42,14.95,90,13,14,7,0.48,76,1,11.37,1.3,3.04,542.0,2021
1042,Player C,Team A,33,187.16,119.28,Midfielder,10.0,17.0,6,1,82.42,5.11,93,6,14,2,0.04,54,0,8.9,2.17,2.0,480.13,2021
4780,Player C,Team A,25,163.28,58.76,Goalkeeper,130.0,0.0,1,4,83.87,6.79,31,7,26,0,0.97,28,4,9.34,0.03,0.71,79.81,2019
2892,Player B,Team B,36,175.86,72.72,Midfielder,4.0,4.0,2,4,96.92,11.12,46,7,16,4,0.72,79,0,7.8,4.61,14.6,103.13,2020
4027,Player A,Team A,26,182.07,88.38,Midfielder,100.0,1.0,4,2,75.55,8.41,40,2,13,9,0.32,19,2,10.04,0.0,0.02,1370.92,2022
46,Player D,Team B,28,178.43,74.34,Midfielder,18.0,0.0,6,3,93.69,10.15,35,1,8,4,0.15,11,0,19.8,1.01,3.47,207.39,2021
2260,Player A,Team A,18,171.7,87.63,Midfielder,170.0,3.0,4,2,67.72,11.42,98,12,18,9,0.19,44,3,10.66,0.17,0.17,2450.44,2022
1164,Player A,Team C,38,183.86,70.19,Defender,40.0,13.0,9,1,55.39,6.54,99,8,14,3,0.34,42,7,7.73,3.16,12.6,179.28,2020
1692,Player D,Team A,35,188.72,95.73,Forward,22.0,11.0,6,4,58.74,7.74,22,12,4,0,0.02,9,5,17.28,1.16,2.13,615.74,2020
4189,Player D,Team A,29,176.11,97.81,Forward,60.0,16.0,8,2,50.39,12.08,43,7,16,3,0.81,59,4,18.57,7.13,4.86,117.39,2021
1394,Player A,Team A,33,171.24,87.44,Defender,12.0,11.0,5,2,73.6,11.06,74,14,1,2,0.92,53,9,19.22,0.43,0.46,348.1,2020
3382,Player C,Team A,18,198.39,61.65,Forward,15.0,5.0,1,3,96.17,14.09,23,14,22,7,0.82,82,6,6.74,3.68,5.56,306.43,2021
3836,Player A,Team A,28,164.13,109.87,Forward,24.0,13.0,4,3,71.4,12.45,48,8,29,2,0.28,47,7,18.16,0.73,3.32,298.85,2019
2048,Player C,Team B,22,168.2,195.23,Defender,13.0,8.0,5,1,75.81,8.85,78,13,19,4,0.11,31,5,19.38,1.6,1.07,205.16,2022
2048,Player C,Team B,22,173.41,97.61,Defender,13.0,8.0,5,1,75.81,8.85,78,13,19,4,0.61,11,3,10.44,1.6,1.07,205.16,2019
1258,Player D,Team C,35,182.68,102.57,Forward,7.0,17.0,2,4,75.5,12.63,25,2,21,6,0.8,26,6,12.54,4.11,0.75,478.77,2020
877,Player B,Team B,29,191.45,91.84,Goalkeeper,19.0,14.0,7,1,91.47,11.39,97,8,21,3,0.62,27,0,12.57,4.85,2.35,538.49,2021
2407,Player C,Team B,33,169.75,118.09,Goalkeeper,10.0,15.0,8,0,51.65,9.54,50,3,27,3,0.36,59,2,10.02,0.38,2.18,151.59,2021
2410,Player C,Team B,33,225.44,66.11,Defender,23.0,6.0,1,1,109.11,5.94,39,10,19,6,0.35,3,5,18.94,1.45,2.33,392.14,2019
1682,Player A,Team A,36,172.99,78.04,Defender,16.0,12.0,3,2,54.23,12.94,62,4,10,4,0.65,44,2,16.64,1.91,1.12,186.95,2022
4013,Player A,Team B,39,213.81,85.58,Goalkeeper,17.0,9.0,1,3,91.68,13.37,95,3,15,7,0.5,79,0,9.81,0.34,4.56,508.96,2021
4730,Player B,Team C,22,221.97,116.53,Goalkeeper,250.0,19.0,7,0,59.18,9.39,8,10,15,1,0.21,65,1,13.0,1.34,3.46,269.38,2021
11,Player C,Team A,20,180.05,93.73,Goalkeeper,27.0,12.0,1,0,79.74,14.53,41,12,12,9,0.52,29,8,13.05,0.0,2.36,206.84,2021
1324,Player A,Team C,24,226.63,81.61,Forward,12.0,2.0,9,1,114.35,6.67,22,14,17,2,0.74,30,6,16.4,3.92,6.38,246.66,2020
4732,Player A,Team A,33,198.35,102.21,Forward,27.0,3.0,5,1,99.85,13.46,92,10,6,5,0.56,32,7,17.26,6.95,1.0,518.94,2019
4231,Player A,Team C,29,176.52,107.74,Goalkeeper,11.0,6.0,5,2,85.18,12.4,0,5,7,5,0.38,91,6,17.02,2.52,0.25,338.54,2020
3866,Player B,Team B,33,177.45,109.81,Forward,21.0,6.0,3,0,77.06,13.4,18,4,6,3,0.09,8,5,8.51,4.29,2.18,323.12,2021
431,Player B,Team B,19,173.13,68.03,Midfielder,29.0,0.0,3,1,85.34,14.12,78,9,22,3,0.29,36,5,7.8,2.97,1.93,523.8,2020
4331,Player C,Team C,25,192.23,93.42,Forward,21.0,19.0,7,4,97.87,14.3,11,12,7,8,0.16,55,9,6.4,7.53,3.18,343.54,2019
1986,Player B,Team A,39,161.28,54.79,Goalkeeper,220.0,10.0,8,4,85.16,13.46,89,12,24,1,0.53,36,2,18.63,1.87,0.17,367.37,2020
4189,Player D,Team A,29,195.84,236.53,Forward,6.0,16.0,8,2,50.39,12.08,43,7,16,3,0.7,36,2,17.4,7.13,4.86,117.39,2019
1405,Player D,Team C,25,180.55,102.51,Forward,28.0,1.0,1,1,51.83,13.51,12,8,2,1,0.47,61,6,17.65,0.83,0.28,434.82,2021
1192,Player A,Team A,39,168.6,97.95,Goalkeeper,23.0,3.0,9,1,58.6,7.31,41,11,11,0,0.72,62,3,18.13,2.7,2.46,436.1,2020
1943,Player B,Team B,28,197.68,123.19,Midfielder,5.0,18.0,3,3,78.59,11.56,90,2,9,9,0.53,81,2,16.53,4.8,16.33,130.67,2020
2951,Player C,Team C,36,199.44,114.65,Midfielder,1.0,12.0,3,1,98.28,11.9,2,3,24,6,0.94,60,7,8.64,3.69,27.5,238.57,2019
45,Player D,Team C,22,162.99,169.44,Defender,20.0,2.0,2,4,50.26,9.39,11,12,9,0,0.46,70,4,7.73,3.35,2.62,259.42,2021
2104,Player D,Team A,33,185.78,107.25,Forward,2700.0,5.0,5,0,73.07,9.04,73,11,1,3,0.89,99,2,18.18,3.56,0.21,3291.14,2022
2473,Player D,Team A,18,161.97,190.11,Midfielder,9.0,12.0,6,4,114.73,11.05,18,7,5,9,0.09,52,1,15.59,1.02,3.0,117.77,2021
3881,Player D,Team C,23,170.3,50.85,Forward,150.0,1.0,0,4,108.35,6.83,69,4,18,8,0.99,56,8,18.13,0.25,0.58,1922.79,2019
2085,Player A,Team B,21,192.33,113.2,Midfielder,170.0,10.0,1,1,58.76,6.57,77,0,10,6,0.08,68,5,10.98,0.62,5.28,204.74,2021
2374,Player B,Team B,37,190.31,116.83,Defender,23.0,15.0,6,1,98.27,11.4,36,8,17,5,0.93,20,4,9.25,0.56,3.75,343.18,2020
3642,Player A,Team A,26,161.74,118.08,Midfielder,12.0,11.0,4,4,78.86,13.0,11,8,11,5,0.36,54,9,5.15,1.09,6.46,364.06,2019
642,Player D,Team A,22,169.98,111.02,Goalkeeper,25.0,16.0,4,4,67.33,10.12,18,5,5,2,0.44,98,7,6.38,0.54,2.92,232.16,2022
4563,Player A,Team B,27,185.07,62.62,Defender,26.0,14.0,1,2,118.07,7.75,57,10,28,7,0.77,23,9,10.75,2.93,1.67,244.71,2022
1608,Player B,Team C,36,182.4,110.97,Defender,70.0,3.0,6,0,98.42,9.07,39,3,0,5,0.47,91,5,19.53,0.0,0.44,878.39,2022
1493,Player B,Team C,31,169.86,115.35,Goalkeeper,7.0,5.0,4,2,50.04,6.78,45,8,1,5,0.15,10,2,11.67,2.08,0.75,76.29,2021
2933,Player A,Team C,32,168.56,61.38,Midfielder,24.0,8.0,3,2,88.79,12.81,46,3,9,1,0.03,31,6,5.05,4.29,2.0,520.69,2020
462,Player B,Team A,35,184.59,64.08,Midfielder,290.0,18.0,0,3,60.53,5.5,58,7,19,5,0.47,74,9,15.66,6.38,2.37,446.02,2020
4650,Player C,Team A,18,180.8,70.74,Goalkeeper,6.0,7.0,5,1,59.89,11.38,75,5,2,5,0.95,88,3,13.47,2.81,10.86,193.0,2022
732,Player A,Team B,28,173.25,87.49,Forward,80.0,7.0,0,0,79.09,5.39,37,10,8,5,0.95,14,8,13.91,0.4,10.78,175.49,2019
4296,Player B,Team B,32,197.51,120.38,Defender,10.0,6.0,2,2,56.5,12.88,60,0,6,9,0.73,99,8,19.89,0.0,3.91,240.98,2022
4127,Player C,Team B,38,175.13,108.38,Forward,2.0,18.0,4,1,83.53,6.2,26,9,29,0,0.65,17,1,19.3,1.92,19.0,120.66,2021
2740,Player B,Team B,24,173.13,74.83,Forward,7.0,16.0,1,4,115.81,9.51,51,9,13,6,0.11,96,4,7.24,2.52,12.25,189.43,2021
4101,Player B,Team B,24,166.15,72.41,Midfielder,260.0,5.0,3,0,63.83,10.19,23,9,24,0,0.7,58,8,16.79,0.4,0.23,4971.62,2020
3122,Player B,Team C,28,179.04,122.49,Goalkeeper,270.0,2.0,1,4,74.53,9.63,75,10,17,8,0.07,96,1,13.73,1.56,0.01,2776.7,2019
3467,Player B,Team A,34,185.66,78.49,Forward,100.0,1.0,1,0,61.61,8.88,38,11,5,2,0.38,64,6,18.97,4.85,2.91,165.06,2022
4551,Player C,Team B,34,176.76,130.71,Defender,21.0,9.0,6,4,75.34,11.1,54,6,7,8,0.62,9,2,16.83,0.0,0.23,210.42,2020
4082,Player C,Team A,22,174.26,95.07,Forward,26.0,3.0,2,1,69.58,11.93,60,13,5,4,0.89,32,5,5.43,2.14,3.41,369.68,2020
3011,Player D,Team A,27,192.18,115.08,Midfielder,7.0,10.0,8,2,115.11,5.94,37,7,21,1,0.38,82,2,7.65,0.19,9.5,115.42,2020
3374,Player B,Team B,30,181.1,82.43,Midfielder,260.0,12.0,6,3,60.09,7.44,38,12,14,9,0.74,12,1,12.45,1.83,0.03,4986.41,2020
2773,Player D,Team C,30,186.36,79.86,Forward,270.0,2.0,2,1,118.26,8.56,3,1,28,0,0.27,27,9,11.19,4.61,3.36,448.72,2019
830,Player A,Team B,23,172.38,54.74,Forward,13.0,2.0,7,0,88.52,8.38,43,0,15,7,0.13,6,4,9.82,1.97,6.21,160.98,2019
4831,Player A,Team A,29,178.58,107.75,Defender,7.0,2.0,4,2,94.17,5.89,58,5,4,2,0.94,77,8,15.11,0.0,1.38,174.46,2020
4672,Player C,Team C,37,194.91,84.58,Defender,22.0,12.0,7,2,67.1,6.46,42,14,12,0,0.18,56,7,9.96,2.19,0.09,249.35,2022
4303,Player D,Team B,21,174.21,56.98,Goalkeeper,260.0,7.0,6,3,94.85,14.83,44,1,24,3,0.41,89,0,7.47,0.0,1.85,274.55,2020
1540,Player C,Team B,21,176.86,117.78,Goalkeeper,3.0,5.0,7,4,73.88,7.79,55,9,10,2,0.4,42,8,17.85,3.62,11.0,124.21,2022
2645,Player C,Team B,19,173.1,83.91,Midfielder,15.0,13.0,9,1,68.95,8.94,91,1,14,6,0.26,11,8,7.93,0.68,0.56,241.6,2019
2473,Player D,Team A,18,161.97,95.05,Midfielder,9.0,12.0,6,4,66.58,11.05,18,7,5,9,0.38,73,8,19.09,1.02,3.0,117.77,2020
4692,Player A,Team A,32,161.22,78.77,Defender,17.0,18.0,0,1,99.67,8.98,58,9,8,5,0.5,11,8,16.92,2.98,4.22,561.1,2022
511,Player B,Team B,18,178.02,115.75,Goalkeeper,20.0,2.0,2,1,66.62,13.51,11,11,1,7,0.02,90,6,13.9,1.66,1.76,275.11,2021
726,Player C,Team A,28,168.21,78.09,Forward,22.0,6.0,1,2,71.57,9.3,71,8,21,0,0.77,1,8,19.06,4.38,4.22,402.54,2021
1993,Player A,Team C,32,199.94,69.95,Forward,180.0,4.0,7,2,97.74,6.03,90,11,10,4,0.49,13,6,7.8,6.26,0.37,1512.51,2022
2757,Player D,Team B,33,190.87,65.11,Goalkeeper,17.0,3.0,4,2,57.03,7.39,15,12,23,0,0.21,73,8,17.28,0.4,2.5,312.05,2021
1205,Player B,Team B,36,177.58,103.3,Forward,20.0,11.0,8,3,92.79,9.53,36,1,7,7,0.74,92,0,13.23,0.74,15.0,217.17,2020
