PU_ID,Season,PlayerFatigue,MatchPressure,InjuryHistory
4217,2021,0.5,59,2
4221,2020,0.61,70,6
4224,2019,0.58,7,0
4227,2021,0.64,31,1
4229,2021,0.19,81,9
4230,2022,0.7,51,9
4231,2022,0.56,29,3
4234,2020,0.02,76,4
4239,2022,0.33,4,0
4242,2019,0.76,3,9
4244,2022,0.41,90,8
4245,2022,0.93,50,5
4246,2019,0.25,17,0
4249,2021,0.97,66,3
4250,2019,0.38,88,2
4258,2021,0.35,19,8
4259,2022,0.4,66,5
4261,2019,0.88,66,2
4264,2019,0.66,35,1
4265,2019,0.44,69,1
4266,2021,0.65,27,6
4267,2019,0.06,88,2
4271,2022,0.95,58,8
4276,2021,0.4,72,4
4280,2022,0.16,70,2
4283,2021,0.06,79,8
4284,2021,0.55,95,3
4285,2020,0.6,89,6
4286,2021,0.87,97,7
4288,2021,0.35,35,1
4289,2021,0.8,69,6
4290,2022,0.54,5,2
4292,2019,0.57,53,5
4294,2019,0.4,14,7
4295,2021,0.3,29,2
4296,2019,0.14,8,8
4297,2020,0.15,98,2
4298,2020,0.43,1,0
4300,2022,0.08,36,3
4303,2022,0.59,93,3
4308,2022,0.83,88,6
4310,2022,0.28,12,2
4311,2021,0.94,52,7
4313,2022,0.88,7,3
4314,2020,0.97,17,3
4315,2021,0.18,98,8
4317,2019,0.04,71,4
4318,2022,0.41,17,6
4320,2019,0.58,3,2
4321,2020,0.94,29,1
4324,2022,0.81,54,5
4326,2019,0.02,50,0
4330,2020,0.28,85,3
4334,2021,0.38,20,2
4336,2020,0.6,68,8
4337,2020,0.9,21,3
4338,2020,0.38,21,3
4339,2021,0.22,1,3
4344,2022,0.59,14,2
4345,2020,0.35,59,0
4348,2020,0.83,34,9
4350,2021,0.78,49,0
4351,2020,0.6,6,0
4354,2020,0.54,97,5
4356,2021,0.22,51,5
4358,2019,0.57,13,3
4359,2021,0.18,43,4
4361,2020,0.6,71,2
4362,2022,0.76,3,2
4367,2022,0.44,45,4
4368,2020,0.16,78,3
4370,2020,0.2,56,1
4377,2021,0.84,45,3
4381,2020,0.07,81,9
4382,2020,0.57,61,8
4387,2019,0.05,46,3
4390,2022,0.19,49,7
4393,2019,0.05,96,0
4394,2020,0.95,23,3
4397,2020,0.08,44,6
4398,2022,0.17,41,0
4404,2022,0.99,52,5
4409,2019,0.55,23,6
4411,2020,0.0,83,8
4412,2021,0.67,95,6
4414,2021,0.41,52,5
4416,2019,0.42,28,7
4417,2020,0.02,67,0
4418,2020,0.34,78,9
4419,2021,0.18,18,1
4420,2022,0.1,27,2
4421,2022,0.96,51,2
4422,2021,0.6,60,6
4424,2021,0.32,49,8
4425,2022,0.39,15,6
4426,2021,0.24,83,7
4427,2019,0.1,73,5
4429,2019,0.8,15,0
4438,2022,0.99,12,8
4439,2022,0.24,48,7
4442,2022,0.22,7,7
4443,2020,0.4,92,6
4445,2022,0.98,63,7
4446,2020,0.18,6,5
4449,2019,0.73,71,8
4450,2022,0.42,43,2
4452,2019,0.83,91,1
4458,2021,0.42,53,5
4459,2022,0.55,26,1
4461,2019,0.52,40,0
4466,2021,0.13,43,6
4469,2022,0.88,31,3
4470,2019,0.91,27,6
4473,2022,0.36,57,3
4475,2019,0.48,33,0
4476,2022,0.42,90,3
4479,2019,0.58,43,8
4480,2019,0.16,31,4
4482,2021,0.55,84,7
4483,2020,0.57,76,4
4485,2020,0.74,15,1
4486,2019,0.03,34,7
4487,2022,0.35,80,1
4488,2022,0.78,4,7
4489,2021,0.56,72,4
4490,2022,0.26,98,7
4494,2022,0.74,73,5
4495,2021,0.61,2,2
4496,2019,0.49,17,7
4497,2019,0.13,58,4
4500,2020,0.6,31,6
4503,2020,0.01,62,8
4505,2020,0.29,81,0
4506,2019,0.73,74,4
4507,2020,0.02,55,4
4508,2019,0.58,28,6
4509,2019,0.94,92,6
4511,2021,0.47,65,7
4515,2022,0.41,10,6
4517,2022,0.9,37,9
4518,2019,0.2,15,1
4520,2020,0.86,78,3
4521,2022,0.58,79,5
4523,2022,0.6,9,2
4524,2022,0.81,44,9
4527,2022,0.91,25,8
4528,2021,0.57,56,0
4530,2021,0.27,64,1
4532,2019,0.25,86,2
4536,2022,0.43,9,9
4538,2021,0.08,10,5
4543,2019,0.28,91,3
4544,2019,0.4,60,8
4546,2020,0.01,19,6
4549,2021,0.8,15,7
4550,2022,0.93,93,3
4551,2020,0.02,47,3
4552,2019,0.15,45,7
4553,2020,0.89,5,2
4554,2020,0.46,78,6
4556,2019,0.66,66,7
4558,2022,0.93,23,3
4561,2021,0.29,46,3
4563,2022,0.05,88,5
4567,2021,0.22,52,0
4568,2021,0.14,24,6
4569,2020,0.86,17,7
4572,2019,0.24,64,8
4573,2019,0.76,95,9
4577,2021,0.21,28,0
4578,2022,0.98,86,8
4580,2020,0.93,59,5
4582,2020,0.78,54,3
4587,2019,0.13,57,6
4591,2020,0.21,44,0
4593,2020,0.31,51,5
4594,2020,0.43,53,1
4595,2021,0.65,34,2
4597,2020,0.23,8,1
4598,2021,0.41,77,9
4599,2021,0.27,70,6
4601,2021,0.78,21,0
4602,2021,0.91,7,2
4606,2020,0.85,49,2
4607,2019,0.18,42,4
4611,2020,0.06,53,1
4612,2019,0.49,16,9
4613,2020,0.11,96,7
4614,2021,0.25,37,5
4615,2019,0.32,18,2
4616,2020,0.81,20,0
4619,2022,0.86,87,1
4620,2020,0.86,94,8
4624,2019,0.95,49,0
4625,2021,0.68,1,9
4627,2021,0.5,93,6
4631,2022,0.31,45,7
4633,2021,0.86,6,1
4636,2022,0.33,4,6
4638,2020,0.75,30,1
4639,2022,0.81,31,9
4641,2019,0.31,83,8
4642,2021,0.86,20,9
4643,2022,0.13,87,7
4652,2019,0.48,57,6
4653,2019,0.85,79,1
4655,2022,0.17,35,1
4656,2021,0.84,74,9
4660,2021,0.51,99,5
4663,2020,0.83,1,7
4665,2021,0.71,19,8
4671,2019,0.88,32,3
4675,2019,0.89,20,6
4676,2022,0.05,74,9
4679,2022,0.63,22,6
4681,2020,0.25,75,9
4682,2019,0.94,89,3
4687,2019,0.01,32,1
4689,2021,0.98,67,5
4693,2022,0.52,21,7
4694,2022,0.44,41,0
4695,2020,0.88,19,5
4696,2020,0.51,48,5
4700,2020,0.25,64,0
4701,2020,0.07,37,6
4703,2019,0.6,74,2
4704,2020,0.42,18,9
4705,2022,0.42,20,9
4709,2022,0.65,44,3
4711,2022,0.46,64,7
4714,2021,0.51,65,5
4717,2020,1.0,1,1
4719,2021,0.92,9,6
4720,2021,0.35,95,7
4721,2019,0.05,71,4
4722,2019,0.2,17,2
4724,2021,0.22,52,4
4727,2022,0.84,33,8
4728,2021,0.74,4,5
4730,2022,0.12,75,3
4731,2022,0.07,52,8
4734,2021,0.43,30,8
4738,2019,0.37,63,4
4739,2020,0.62,1,4
4741,2019,0.11,89,9
4743,2022,0.99,38,8
4745,2020,0.05,46,7
4746,2019,0.19,53,1
4747,2022,0.04,26,8
4751,2022,0.44,22,6
4755,2020,0.87,39,9
4757,2019,0.78,21,3
4759,2020,0.99,48,2
4760,2021,0.48,26,4
4763,2020,0.25,36,4
4764,2020,0.54,24,9
4765,2022,0.99,90,0
4767,2019,0.1,18,2
4769,2021,0.35,79,8
4774,2022,0.34,8,3
4777,2022,0.31,81,7
4780,2019,0.07,60,7
4781,2021,0.19,50,6
4783,2021,0.29,47,4
4787,2020,0.91,94,8
4788,2022,0.49,72,3
4789,2021,0.33,52,7
4790,2019,0.11,7,2
4791,2021,0.95,76,4
4792,2022,0.06,19,7
4793,2019,0.3,90,9
4794,2020,0.3,92,6
4795,2021,0.32,15,0
4797,2021,0.78,48,1
4800,2022,0.12,50,2
4801,2021,0.07,93,2
4802,2022,0.91,54,5
4803,2022,0.19,6,5
4805,2021,0.54,23,0
4807,2019,0.96,78,6
4808,2020,0.25,78,8
4809,2022,0.86,20,3
4811,2021,0.85,91,5
4815,2020,0.93,61,0
4820,2022,0.28,24,1
4821,2022,0.29,29,0
4825,2022,0.16,84,0
4829,2020,0.5,49,9
4830,2019,0.8,32,3
4831,2021,0.74,61,5
4833,2021,0.16,1,6
4835,2021,0.09,35,6
4836,2020,0.38,51,1
4837,2020,0.41,71,8
4839,2022,0.27,77,1
4842,2022,0.35,93,9
4843,2020,0.04,3,3
4845,2022,0.39,65,5
4847,2019,0.14,10,7
4848,2022,0.76,13,5
4852,2020,0.78,40,6
4853,2020,0.34,23,3
4858,2019,0.92,42,7
4859,2022,0.89,99,4
4862,2019,0.07,73,3
4863,2022,0.33,47,3
4864,2019,0.31,81,6
4872,2020,0.2,23,5
4876,2019,0.6,72,4
4879,2020,0.82,2,6
4888,2021,0.03,13,3
4889,2019,0.69,65,9
4896,2019,0.15,87,2
4897,2020,0.3,48,2
4898,2021,0.09,88,5
4899,2019,0.91,79,3
4910,2020,0.88,6,7
4911,2021,0.55,52,7
4912,2021,0.53,15,7
4914,2022,0.17,57,3
4915,2019,0.92,56,8
4916,2020,0.33,7,9
4917,2020,0.37,51,2
4919,2022,0.34,64,5
4921,2020,0.74,58,3
4922,2021,0.6,31,3
4924,2021,0.05,92,7
4927,2022,0.23,94,7
4928,2020,0.74,75,6
4929,2022,0.92,13,6
4930,2019,0.42,24,4
4931,2019,0.34,57,1
4932,2021,0.96,29,1
4933,2021,0.44,56,9
4934,2022,0.49,54,7
4935,2022,0.35,5,5
4937,2020,0.57,19,2
4939,2020,0.81,77,5
4940,2019,0.34,69,1
4941,2022,0.43,44,8
4943,2021,0.36,38,4
4944,2020,0.79,62,9
4945,2022,0.94,22,7
4947,2021,0.74,40,2
4948,2020,0.81,26,8
4950,2019,0.4,93,3
4952,2022,0.4,86,3
4955,2021,0.75,92,3
4956,2019,0.36,38,6
4957,2021,0.63,14,2
4959,2022,0.75,14,7
4960,2022,0.55,75,9
4963,2020,0.75,64,7
4964,2022,0.48,44,0
4966,2021,0.97,65,3
4968,2021,0.96,16,0
4969,2022,0.43,15,7
4970,2020,0.48,98,1
4972,2020,0.53,3,2
4973,2019,0.71,67,1
4974,2021,0.25,37,7
4977,2022,0.21,38,9
4982,2021,0.66,19,9
4983,2019,0.84,52,5
4984,2019,0.55,30,8
4986,2022,0.73,14,1
4987,2021,0.6,13,1
4992,2021,0.34,9,7
4998,2021,0.82,34,3
1787,2021,0.47,83,5
2077,2021,0.09,17,1
3477,2021,0.78,16,0
3923,2022,0.85,28,2
3575,2021,0.17,10,9
424,2021,0.71,10,7
1210,2019,0.64,73,6
4613,2022,0.21,24,3
914,2019,0.04,19,5
2713,2019,0.67,67,6
3244,2022,0.44,42,7
2560,2019,0.93,23,6
4504,2022,0.05,53,5
4172,2022,0.53,30,0
2686,2020,0.56,9,1
598,2019,0.38,34,1
4350,2019,0.62,40,1
1149,2022,0.92,29,5
455,2020,0.59,76,4
3521,2019,0.19,95,8
4660,2021,0.62,73,8
3349,2019,0.6,61,1
1002,2020,0.19,54,6
2807,2022,0.44,81,7
4857,2020,0.28,8,4
4692,2021,0.56,72,1
1028,2019,0.5,38,5
2835,2022,0.97,72,6
3278,2022,0.61,57,9
3208,2022,0.48,31,7
2203,2021,0.07,99,0
4238,2020,0.19,10,1
1572,2020,0.5,12,1
832,2022,0.77,46,4
3798,2019,0.06,30,6
1501,2019,0.58,94,3
4529,2020,0.12,82,3
3112,2022,0.04,88,8
4293,2020,0.12,47,6
4241,2020,0.84,26,7
3914,2020,0.26,3,9
4256,2022,0.42,23,2
1701,2019,0.33,13,3
610,2022,0.32,29,0
2455,2021,0.11,38,0
1326,2021,0.37,77,2
3734,2019,0.97,20,1
1550,2021,0.7,8,8
1287,2019,0.29,48,3
1861,2021,0.63,13,7
4066,2021,0.76,65,8
1374,2019,0.92,51,9
4497,2019,0.06,3,8
2940,2019,0.49,90,0
3402,2020,0.25,55,6
846,2022,0.85,42,1
250,2019,0.56,21,2
4566,2020,0.51,10,3
2181,2022,0.1,57,1
3080,2019,0.96,56,8
1522,2021,0.6,86,6
827,2021,0.13,68,7
4558,2022,0.58,4,0
541,2020,0.31,85,4
1330,2020,0.2,4,2
3303,2022,0.76,62,5
3312,2019,0.3,2,4
2974,2020,0.18,9,5
275,2021,0.33,41,0
143,2021,0.98,90,3
2944,2020,0.13,42,9
1115,2021,0.2,35,6
1659,2019,0.57,41,8
2650,2020,0.02,99,3
721,2022,0.45,86,9
2919,2021,0.82,72,0
2695,2021,0.09,45,3
2073,2022,0.39,17,8
1326,2019,0.83,65,4
1689,2022,0.94,93,2
3071,2021,0.36,42,8
1850,2022,0.28,69,9
4466,2019,0.77,73,9
2114,2022,0.8,9,7
4815,2020,0.74,8,9
2963,2021,0.06,44,2
4590,2019,0.39,58,5
3099,2021,0.3,13,5
960,2019,0.98,19,2
160,2019,0.98,49,1
248,2022,0.38,80,8
529,2019,0.8,82,2
1085,2021,0.18,66,1
4897,2022,0.33,59,2
2855,2019,0.76,53,6
659,2021,0.44,31,9
4385,2022,0.23,20,7
4490,2021,0.35,75,6
1969,2020,0.4,96,6
4856,2022,0.88,45,5
1433,2019,0.6,50,3
565,2022,0.42,84,0
3757,2019,0.7,68,3
1162,2022,0.04,58,0
2129,2022,0.37,36,0
4700,2022,0.42,18,4
776,2021,0.91,8,8
2676,2022,0.72,58,7
2600,2022,0.8,17,8
744,2022,0.46,66,9
3131,2022,0.39,93,4
463,2022,0.97,27,3
1523,2019,0.08,49,0
4789,2020,0.86,64,1
4541,2019,0.48,34,3
3730,2020,0.07,18,3
1727,2019,0.42,74,8
1053,2022,0.88,44,3
2967,2020,0.2,17,5
4185,2022,0.83,59,3
4642,2022,0.56,13,3
2325,2022,0.97,60,3
870,2020,0.51,42,5
3288,2022,0.29,91,8
4300,2021,0.86,66,6
1202,2019,0.3,71,4
4237,2020,0.78,64,7
2260,2021,0.47,33,5
303,2020,0.34,74,2
4801,2020,0.49,50,6
1803,2019,0.89,41,9
3130,2021,0.46,10,7
653,2020,0.98,79,5
653,2019,0.28,4,6
1883,2021,0.18,36,3
3449,2020,0.77,47,2
3857,2020,0.03,51,5
3917,2019,0.01,85,5
1083,2021,0.89,36,9
3044,2022,0.48,1,9
4774,2021,0.39,53,3
3403,2021,0.34,2,3
3300,2020,0.96,41,6
1780,2019,0.45,47,5
535,2020,0.58,66,7
3602,2021,0.28,59,2
2218,2021,0.4,59,5
880,2020,0.58,13,6
2103,2020,0.26,57,2
744,2021,0.32,10,8
2901,2022,0.3,89,0
2655,2021,0.57,21,3
4127,2020,0.91,85,5
501,2021,0.95,45,3
2491,2020,0.96,22,5
4927,2019,0.26,73,3
4986,2020,0.69,35,7
3622,2019,0.73,82,2
2785,2020,1.0,42,1
3960,2022,0.17,32,9
2374,2020,0.85,85,6
4714,2022,0.54,26,4
3056,2020,0.52,44,0
1814,2020,0.99,32,0
1005,2021,0.77,32,3
301,2020,0.17,77,7
625,2019,0.38,79,9
4933,2019,0.43,70,1
4004,2021,0.81,8,1
1462,2020,0.24,35,6
378,2020,0.01,21,3
1519,2019,0.57,12,5
3161,2021,0.86,16,1
3781,2020,0.87,34,5
4669,2019,0.37,75,1
304,2019,0.46,31,5
106,2022,0.39,25,1
4932,2020,0.87,74,5
4605,2019,0.24,24,7
2182,2021,0.35,36,1
2905,2020,0.97,6,5
4808,2019,0.32,67,0
4857,2020,0.69,95,3
3822,2020,0.27,48,7
34,2020,0.35,48,9
459,2021,0.49,44,7
707,2020,0.32,94,4
2410,2022,0.31,46,9
3827,2021,0.97,19,3
2875,2021,0.41,64,0
1477,2020,0.58,73,9
4948,2019,0.98,71,3
816,2019,0.24,50,5
873,2022,0.68,63,1
4824,2019,0.61,7,8
4798,2019,0.09,9,7
2432,2022,0.6,49,9
396,2022,0.21,6,7
4279,2020,0.84,15,1
438,2021,0.07,32,5
333,2020,0.35,29,8
2807,2020,0.62,66,1
4143,2021,0.21,44,5
3190,2019,0.7,36,3
774,2021,0.39,45,0
1126,2022,0.95,21,3
1015,2022,0.8,23,0
2546,2019,0.24,94,3
2836,2021,0.51,98,3
188,2020,0.78,72,7
3795,2021,0.86,19,6
4736,2022,0.84,41,8
1180,2020,0.31,64,1
4988,2019,0.06,68,1
1825,2022,0.33,74,1
3803,2021,0.81,39,5
4858,2021,0.45,64,0
2250,2020,0.73,19,4
2081,2022,0.69,76,1
2669,2021,0.23,13,3
1143,2021,0.16,42,2
2324,2022,0.75,39,4
132,2021,0.57,30,9
876,2020,0.47,81,4
1746,2021,0.63,6,0
4890,2020,0.31,57,3
1334,2022,0.18,30,8
564,2021,0.5,58,7
168,2020,0.32,52,2
747,2021,0.26,37,5
3481,2019,0.93,1,0
837,2019,0.87,19,0
2146,2022,0.11,67,9
1859,2020,0.81,56,8
3095,2022,0.11,92,8
4115,2020,0.83,97,8
530,2020,0.46,27,2
2890,2020,0.64,60,6
2992,2020,0.08,83,9
1023,2020,0.44,28,6
568,2021,0.29,28,0
332,2019,0.55,74,7
4835,2021,0.13,84,0
1967,2022,0.1,86,5
2759,2020,0.15,26,3
3187,2020,0.47,17,3
2706,2019,0.11,82,1
2028,2019,0.87,56,6
3315,2020,0.08,38,5
321,2020,0.11,75,7
32,2022,0.14,51,4
4854,2019,0.26,27,1
1689,2019,0.39,51,2
564,2020,0.94,75,1
4129,2020,0.61,16,8
2889,2021,0.71,60,0
4563,2020,0.64,2,4
794,2021,0.34,48,2
2456,2019,1.0,52,6
3082,2021,0.28,93,5
2922,2022,0.02,84,5
4771,2021,0.7,82,6
2399,2021,0.84,82,1
1915,2020,0.97,2,1
4546,2022,0.07,20,7
3453,2019,0.82,34,4
4470,2020,0.65,41,0
4296,2020,0.13,75,9
2580,2019,0.98,23,3
4507,2019,0.91,38,9
1898,2022,0.44,44,0
807,2020,0.04,67,7
4691,2021,0.46,95,0
3611,2020,0.06,87,8
2700,2020,0.43,65,0
2092,2021,0.31,75,4
2860,2022,0.53,99,3
1798,2021,0.97,93,9
1487,2020,0.66,1,6
45,2022,0.72,8,6
3912,2020,0.66,33,7
3850,2022,0.89,3,3
2652,2021,0.45,66,9
2190,2020,0.46,35,5
3905,2021,0.08,41,7
1487,2021,0.82,16,9
1705,2022,0.24,56,5
3232,2022,0.84,59,4
901,2020,0.88,50,4
506,2022,0.55,12,6
3796,2021,0.19,92,8
258,2019,0.91,33,5
492,2022,0.76,49,3
3187,2022,0.05,21,7
143,2021,0.84,60,1
2678,2021,0.55,39,9
343,2019,0.58,86,5
604,2019,0.19,26,1
4982,2022,0.06,72,6
499,2020,0.84,90,0
944,2019,0.05,24,3
3141,2021,0.57,40,6
4042,2022,0.33,47,6
4107,2019,0.35,8,7
2632,2022,0.6,54,3
4068,2020,0.74,54,4
1556,2021,0.63,21,4
1627,2020,0.68,47,4
1518,2021,0.35,68,6
1519,2021,0.13,63,4
3328,2020,0.96,90,8
2245,2022,0.81,29,2
1967,2022,0.58,79,0
2588,2022,0.83,84,5
1009,2019,0.85,62,4
2458,2019,0.29,2,2
2210,2019,0.64,80,6
3538,2021,0.31,19,8
4666,2019,0.03,49,4
3567,2021,0.58,78,6
4454,2020,0.71,28,4
1274,2021,0.18,48,4
473,2020,0.49,37,3
673,2019,0.14,48,2
2130,2022,0.76,73,3
4395,2022,0.15,60,7
1399,2022,0.23,58,4
3155,2022,0.68,23,5
1002,2022,0.29,42,5
887,2022,0.25,44,4
2375,2021,0.27,26,6
667,2021,0.1,73,6
44,2021,0.91,53,5
2598,2020,0.17,14,5
1599,2022,0.45,7,5
785,2022,0.3,78,1
2380,2022,0.14,46,6
4093,2022,0.1,90,7
4759,2020,0.13,9,3
2624,2019,0.64,26,9
3666,2022,0.17,81,3
628,2019,0.35,39,8
650,2021,0.66,82,4
2070,2021,0.27,88,4
1587,2020,0.46,72,5
4556,2021,0.57,79,4
2149,2019,0.69,59,4
3593,2019,0.8,70,7
2274,2020,0.91,31,9
3207,2020,0.43,15,0
27,2022,0.31,69,4
2034,2021,0.76,92,1
2471,2022,0.94,97,1
4887,2019,0.74,23,0
1461,2022,0.27,2,6
3447,2019,0.63,87,3
82,2022,0.72,47,4
4790,2020,0.24,9,4
4515,2020,0.65,65,8
3123,2019,0.02,52,3
4117,2019,0.82,82,8
3651,2022,0.21,58,4
395,2022,0.27,49,4
1397,2019,0.5,54,5
2312,2021,0.14,46,5
3365,2021,0.98,96,0
4798,2022,0.1,46,9
3573,2021,0.34,61,5
3635,2022,0.98,46,2
1603,2019,0.63,51,0
1793,2019,0.99,81,5
3996,2020,0.28,45,6
234,2021,0.07,68,1
4523,2019,0.06,75,3
2337,2019,0.53,71,8
4641,2022,1.0,96,6
4096,2021,0.47,7,6
3374,2019,0.82,42,4
1456,2020,0.6,44,4
73,2020,0.89,64,0
1967,2022,0.6,88,2
4618,2020,0.14,82,7
640,2019,0.09,98,0
981,2022,0.02,98,7
4093,2020,0.87,1,8
4800,2021,0.24,43,5
4703,2020,0.21,42,0
3770,2022,0.74,95,9
3012,2021,0.32,50,6
4233,2019,0.96,51,6
531,2020,0.41,15,3
173,2019,0.76,33,1
4381,2019,0.14,87,8
569,2021,0.01,53,1
916,2020,0.59,17,1
1189,2019,0.46,89,0
45,2020,0.52,6,8
535,2022,0.01,31,7
1275,2021,0.73,69,3
4853,2022,0.23,76,1
2759,2020,0.81,7,7
1322,2021,0.59,13,7
2387,2020,0.21,4,3
1106,2022,0.63,3,8
1653,2022,0.36,51,7
3087,2019,1.0,17,4
288,2019,0.49,35,5
127,2021,0.92,24,2
2942,2019,0.45,18,8
1513,2021,0.59,46,6
3733,2022,0.19,33,1
2936,2020,0.25,89,5
516,2020,0.34,1,1
4407,2021,0.95,85,2
60,2020,0.54,95,6
1249,2019,0.13,25,0
4724,2020,0.1,57,8
2833,2021,0.62,66,7
2960,2019,0.45,15,6
3418,2021,0.78,28,9
996,2022,0.22,13,7
2254,2022,0.16,14,3
3141,2022,0.93,34,8
2105,2020,0.52,54,6
3075,2021,0.08,79,1
4072,2020,0.67,9,9
3184,2022,0.29,31,7
1233,2021,0.11,93,8
3611,2019,0.25,42,4
2012,2022,0.78,48,8
3075,2019,0.61,66,9
2789,2022,0.89,16,2
1850,2021,0.08,83,7
4459,2021,0.25,16,6
4853,2022,0.99,31,9
2902,2022,0.39,58,1
2363,2022,0.24,51,3
2953,2019,0.88,36,8
4841,2020,0.83,21,9
2596,2019,0.62,99,0
4650,2021,0.04,28,9
503,2022,0.62,55,3
2309,2020,0.77,87,4
2336,2021,0.81,60,8
1456,2021,0.41,46,9
3684,2019,0.77,49,6
836,2020,0.9,42,2
4798,2019,0.09,27,1
2790,2022,0.94,89,8
783,2021,0.79,83,3
467,2022,0.2,88,1
265,2021,0.85,60,2
33,2021,0.54,32,3
1617,2021,0.65,83,7
1714,2020,0.96,69,2
3755,2022,0.04,58,4
4167,2022,0.01,85,0
4620,2021,0.57,48,4
304,2019,0.01,37,1
2691,2020,0.5,74,4
3231,2021,0.07,85,2
3969,2021,0.68,55,4
3499,2020,0.77,97,7
4093,2020,0.61,62,2
3747,2022,0.52,43,2
754,2019,0.07,69,7
3544,2022,0.63,63,5
3251,2019,0.25,93,2
4926,2022,0.82,13,7
3934,2021,0.5,5,6
1989,2020,0.55,59,0
3545,2019,0.09,86,3
1451,2021,0.36,99,9
3721,2022,0.71,31,8
1129,2019,0.87,8,3
1915,2019,0.13,38,3
1098,2022,0.43,9,6
3416,2020,0.7,84,4
395,2021,0.11,14,6
3972,2019,0.81,93,7
4224,2022,0.51,91,9
819,2022,0.95,25,5
2134,2022,0.49,80,1
2078,2021,0.47,33,5
2603,2020,0.85,87,2
4982,2021,0.4,58,6
4679,2019,0.33,64,3
3560,2021,0.49,18,4
3779,2020,0.79,93,6
2909,2020,0.17,90,4
625,2022,0.31,2,7
2544,2019,0.32,19,4
2695,2022,0.54,40,9
162,2022,0.36,83,6
1283,2019,0.45,65,9
2099,2021,0.21,69,6
2158,2022,0.02,4,3
1296,2020,0.42,17,8
3811,2020,0.56,53,3
286,2021,0.2,31,5
52,2021,0.74,22,9
912,2019,0.85,34,9
1599,2019,0.35,96,8
3921,2022,0.72,53,2
958,2019,0.91,31,2
4084,2020,0.08,70,5
1779,2020,0.94,87,0
2116,2021,0.92,39,9
3403,2020,0.7,41,5
1742,2021,0.66,98,6
1475,2022,0.27,64,5
1143,2021,0.05,16,4
939,2020,0.0,77,2
1893,2021,1.0,59,8
1098,2020,0.79,98,2
4906,2020,0.3,1,4
4794,2019,0.15,13,9
2190,2020,0.28,30,4
1522,2020,0.38,69,0
2443,2019,0.76,18,2
4173,2020,0.08,13,8
2763,2020,0.02,32,4
315,2022,0.41,72,2
4995,2020,0.8,80,6
2482,2021,0.47,31,6
4200,2021,0.36,51,7
1193,2022,0.78,33,3
2121,2021,0.17,53,4
4591,2019,0.54,85,4
2846,2019,0.05,41,2
1706,2020,0.19,89,0
2773,2020,0.03,42,0
4825,2020,0.72,75,0
2325,2021,0.14,33,3
2529,2020,0.84,20,5
271,2019,0.3,90,8
339,2020,0.49,33,5
1955,2019,0.06,15,4
4941,2020,0.51,82,8
735,2019,0.53,92,6
2629,2021,0.56,35,3
1841,2019,0.79,78,0
1038,2019,0.15,88,1
128,2021,0.64,48,1
4618,2022,0.16,34,7
1780,2020,0.84,89,0
2114,2022,0.07,83,4
1519,2019,0.4,47,0
1256,2022,0.09,1,1
3631,2022,0.4,92,4
1106,2022,0.5,51,0
4664,2019,0.12,15,4
958,2022,0.4,67,9
2287,2020,0.8,5,4
2802,2022,0.15,90,9
4921,2019,0.37,10,3
408,2019,0.15,8,8
4414,2022,0.8,12,7
2121,2021,0.19,59,7
2679,2021,0.37,67,1
455,2020,0.11,91,2
4693,2022,0.63,50,4
4625,2019,0.99,40,9
4692,2020,0.78,97,7
4672,2022,0.91,95,0
3888,2022,0.17,76,4
4892,2019,0.38,99,5
3830,2022,0.64,21,5
580,2022,0.65,1,4
3498,2020,0.87,38,3
3258,2020,0.92,42,4
3004,2020,0.76,11,5
1775,2021,0.61,71,2
1958,2022,0.17,31,1
3975,2021,0.09,30,7
217,2020,0.46,34,2
2460,2020,0.34,69,9
3222,2021,0.4,61,4
4147,2022,0.55,83,8
39,2020,0.84,26,0
2367,2019,0.16,30,9
3269,2020,0.98,3,1
4620,2019,0.1,69,2
2600,2019,0.64,42,9
3567,2021,0.93,58,3
2766,2022,0.26,69,6
1334,2021,0.57,54,5
2255,2022,0.97,15,7
1558,2020,0.45,4,1
1591,2022,0.14,38,5
1701,2022,0.39,20,9
268,2021,0.95,23,9
4962,2021,0.88,8,0
4162,2020,0.35,37,6
3888,2021,0.08,45,9
2558,2022,0.72,97,4
3194,2019,0.78,7,4
2700,2019,0.38,21,0
2298,2022,0.44,89,1
3674,2019,0.37,56,6
4554,2021,0.53,50,2
4668,2019,0.81,7,0
1542,2020,0.36,50,1
3300,2021,0.52,60,2
1768,2021,0.27,7,7
2714,2019,0.72,59,8
4610,2021,0.58,88,2
121,2019,0.65,75,5
2423,2020,0.03,55,7
1913,2019,0.62,64,9
3039,2021,0.51,65,6
1281,2022,0.55,54,8
3852,2019,0.08,40,0
3672,2022,0.19,53,8
4644,2020,0.95,44,4
1477,2020,0.05,79,1
739,2022,0.72,88,3
415,2019,0.51,81,6
3638,2020,0.17,99,3
3866,2019,0.65,30,8
3181,2021,0.65,65,7
3919,2019,0.82,24,6
3718,2021,0.07,47,0
3319,2019,0.27,83,4
4034,2022,0.57,17,2
3961,2021,0.54,92,3
47,2021,0.95,81,7
2131,2021,0.47,46,8
1415,2021,0.58,13,5
4606,2019,0.5,65,4
3068,2021,0.83,9,7
1997,2021,0.34,2,2
4012,2021,0.91,13,7
3213,2019,0.21,2,9
1130,2019,0.04,68,5
888,2019,0.97,74,3
2421,2021,0.6,68,2
