PU_ID,Team,Season,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets
1553,Team C,2019,29.0,19.0,5,1,80.13,8.53,20,0,16,2
1554,Team B,2019,28.0,15.0,5,2,74.99,10.06,40,1,11,4
1555,Team A,2020,160.0,11.0,0,4,53.49,8.72,38,5,5,9
1556,Team B,2022,10.0,5.0,4,3,75.78,8.87,36,7,23,0
1560,Team A,2019,9.0,12.0,8,4,57.21,10.69,31,1,17,1
1561,Team A,2022,4.0,17.0,8,0,64.4,7.17,24,4,15,6
1563,Team B,2019,23.0,18.0,6,1,64.2,11.84,63,11,28,9
1564,Team B,2021,240.0,18.0,0,1,93.35,8.75,32,14,16,2
1567,Team B,2020,16.0,6.0,7,3,75.99,5.8,78,4,22,9
1568,Team C,2020,16.0,6.0,7,2,58.91,5.2,7,2,17,9
1573,Team C,2022,21.0,15.0,0,4,93.56,11.3,96,6,7,3
1575,Team C,2021,26.0,18.0,4,3,59.93,6.67,13,5,24,2
1576,Team B,2021,24.0,14.0,2,4,74.22,14.28,4,5,18,3
1577,Team B,2022,3.0,2.0,4,4,80.81,14.13,79,5,27,9
1580,Team B,2020,14.0,19.0,0,0,92.0,8.75,56,2,6,2
1582,Team C,2020,15.0,18.0,2,3,63.92,6.62,70,4,8,4
1584,Team C,2022,130.0,12.0,4,1,63.54,7.39,80,11,27,8
1586,Team A,2019,20.0,11.0,5,3,71.54,14.05,13,13,20,2
1587,Team C,2019,8.0,16.0,0,3,89.22,14.09,48,13,24,5
1588,Team C,2020,22.0,14.0,5,0,85.6,11.04,32,14,0,9
1589,Team C,2022,8.0,3.0,3,2,95.02,12.03,23,14,8,4
1591,Team A,2019,30.0,16.0,4,0,78.61,6.47,37,6,9,0
1592,Team C,2019,9.0,10.0,8,1,88.33,11.35,78,8,20,2
1594,Team A,2022,20.0,19.0,2,3,93.59,5.06,88,11,17,9
1595,Team B,2021,8.0,6.0,3,1,73.28,10.75,63,6,21,7
1598,Team A,2022,15.0,19.0,6,3,95.14,14.34,1,12,13,8
1600,Team B,2019,170.0,1.0,8,1,61.08,5.29,73,13,6,0
1603,Team C,2020,18.0,19.0,0,0,95.42,6.52,80,2,25,3
1605,Team C,2021,14.0,19.0,6,0,83.37,5.57,50,6,0,9
1606,Team C,2022,14.0,18.0,9,4,55.47,8.73,9,7,1,6
1608,Team C,2019,70.0,3.0,6,0,98.42,9.07,39,3,0,5
1611,Team A,2021,9.0,16.0,1,3,85.22,10.17,69,4,7,0
1614,Team C,2022,21.0,0.0,8,0,54.47,12.93,72,8,9,2
1616,Team B,2020,4.0,19.0,8,3,80.35,12.02,42,3,11,8
1617,Team A,2019,19.0,0.0,0,2,93.38,6.61,96,9,1,7
1618,Team A,2022,1.0,11.0,2,4,85.73,14.51,70,2,24,7
1621,Team C,2019,17.0,18.0,4,2,82.15,10.18,33,4,17,7
1624,Team C,2019,0.0,16.0,5,1,80.14,6.83,93,3,13,5
1625,Team B,2020,18.0,10.0,5,3,85.5,14.23,81,9,0,3
1626,Team C,2022,9.0,19.0,2,4,80.86,13.89,52,12,22,2
1628,Team C,2019,28.0,8.0,6,1,77.17,9.49,63,0,6,9
1630,Team B,2019,22.0,16.0,1,2,78.51,13.23,19,8,16,0
1632,Team A,2022,22.0,7.0,5,4,61.6,7.46,24,8,10,9
1633,Team A,2021,22.0,2.0,1,4,90.44,14.95,77,10,22,3
1636,Team B,2020,1.0,7.0,9,2,74.89,13.01,98,11,11,6
1637,Team C,2020,5.0,11.0,3,2,67.03,12.5,27,11,14,9
1638,Team A,2022,20.0,3.0,0,4,74.76,9.01,5,1,1,0
1644,Team C,2020,26.0,18.0,2,3,94.26,11.19,79,2,23,4
1646,Team A,2022,27.0,12.0,2,0,68.68,14.05,99,7,0,6
1647,Team C,2020,22.0,19.0,9,0,56.62,13.15,4,1,24,9
1649,Team C,2022,23.0,0.0,4,2,88.59,9.66,10,11,17,5
1650,Team B,2019,13.0,15.0,7,2,52.19,12.88,85,3,3,2
1652,Team B,2021,2.0,5.0,8,2,84.0,7.94,91,3,7,4
1654,Team C,2020,20.0,19.0,2,4,81.78,12.64,38,14,13,5
1657,Team B,2021,12.0,1.0,1,0,69.24,7.33,3,0,0,4
1659,Team A,2021,11.0,9.0,9,1,91.23,13.75,12,7,19,5
1662,Team B,2020,26.0,14.0,2,2,76.7,13.88,8,12,26,6
1663,Team A,2022,1.0,0.0,5,3,54.46,6.48,58,4,18,4
1664,Team B,2021,28.0,15.0,6,1,68.39,6.28,2,7,0,9
1667,Team B,2019,8.0,4.0,5,2,72.78,9.36,4,7,19,1
1668,Team C,2021,0.0,9.0,2,4,70.6,11.26,34,5,0,6
1669,Team C,2019,28.0,11.0,3,0,61.77,8.79,23,12,18,1
1670,Team A,2022,3.0,9.0,5,0,53.66,13.0,69,7,16,6
1672,Team C,2019,13.0,0.0,6,0,68.2,14.33,5,11,19,1
1674,Team C,2019,24.0,17.0,8,2,78.64,8.55,41,9,25,6
1676,Team B,2020,100.0,3.0,1,4,78.5,8.3,13,14,6,6
1677,Team A,2020,5.0,9.0,5,3,54.25,9.42,75,2,25,0
1683,Team B,2021,130.0,18.0,4,3,50.46,9.8,78,13,21,5
1684,Team C,2019,29.0,9.0,8,1,85.13,13.06,94,0,7,2
1685,Team C,2021,21.0,14.0,6,4,70.03,11.64,0,0,9,4
1686,Team B,2022,10.0,7.0,4,3,64.4,7.01,14,11,15,1
1687,Team A,2019,150.0,16.0,5,2,72.36,9.48,53,1,28,7
1691,Team B,2022,1.0,7.0,4,3,90.01,10.4,35,1,7,4
1692,Team A,2022,22.0,11.0,6,4,58.74,7.74,22,12,4,0
1693,Team A,2019,20.0,17.0,3,2,87.82,10.94,23,7,16,8
1695,Team B,2020,13.0,0.0,7,4,54.09,14.07,50,3,24,5
1696,Team A,2022,1.0,3.0,4,1,98.48,8.44,45,13,9,8
1698,Team C,2022,9.0,17.0,1,2,105.99,7.79,96,1,25,5
1700,Team A,2020,6.0,3.0,9,1,95.0,6.3,16,11,20,6
1701,Team B,2019,120.0,5.0,9,3,96.54,12.78,15,6,22,1
1702,Team B,2020,250.0,7.0,4,1,86.56,7.0,31,3,11,4
1706,Team B,2020,180.0,4.0,7,1,62.17,8.64,96,8,19,3
1709,Team C,2020,21.0,9.0,7,0,57.64,11.26,52,5,25,9
1711,Team A,2021,21.0,4.0,6,3,73.41,8.1,4,10,11,5
1712,Team C,2020,4.0,7.0,3,3,92.41,12.56,46,13,3,0
1716,Team A,2021,170.0,6.0,9,3,60.39,5.86,79,4,1,9
1719,Team B,2019,6.0,8.0,4,2,61.55,10.37,79,7,13,6
1720,Team B,2021,27.0,7.0,3,1,68.45,5.53,85,3,16,1
1722,Team A,2020,240.0,2.0,1,4,77.81,6.93,95,14,3,4
1726,Team B,2019,19.0,5.0,3,1,96.41,6.52,25,14,8,0
1729,Team B,2020,11.0,13.0,4,2,59.54,8.47,9,7,21,2
1732,Team C,2021,1.0,10.0,0,0,78.32,5.24,7,1,0,9
1734,Team B,2019,17.0,0.0,2,1,99.86,7.86,92,11,4,8
1739,Team C,2020,290.0,8.0,9,4,51.52,8.47,54,11,8,9
1740,Team A,2019,20.0,5.0,7,0,94.48,5.68,11,11,19,9
1742,Team C,2021,5.0,7.0,3,4,87.64,10.97,58,12,28,5
1744,Team C,2022,190.0,7.0,7,1,81.63,13.56,69,11,19,8
1746,Team A,2021,29.0,13.0,2,3,97.16,14.56,81,4,23,9
1748,Team A,2022,50.0,6.0,0,4,65.99,8.54,98,9,29,9
1751,Team A,2019,17.0,17.0,5,0,60.73,8.74,97,11,27,4
1752,Team C,2021,27.0,3.0,4,4,67.06,10.99,58,14,23,0
1755,Team A,2021,2.0,15.0,8,3,111.81,12.6,73,13,23,9
1756,Team C,2022,29.0,12.0,9,3,64.31,9.35,2,1,21,1
1757,Team A,2020,9.0,8.0,9,3,67.66,6.24,74,9,12,2
1759,Team B,2019,24.0,7.0,1,4,57.9,10.33,91,13,27,2
1760,Team A,2019,140.0,17.0,9,0,77.37,13.42,58,6,26,8
1762,Team C,2021,14.0,5.0,7,3,85.39,13.27,27,2,28,4
1763,Team B,2019,28.0,10.0,4,1,80.19,10.44,8,13,28,4
1765,Team C,2019,24.0,18.0,5,1,84.44,8.71,28,6,6,8
1766,Team B,2021,25.0,6.0,8,1,51.09,6.74,9,0,11,1
1767,Team B,2022,28.0,9.0,6,1,69.52,10.84,26,4,5,4
1772,Team C,2019,21.0,15.0,8,1,72.31,6.64,52,6,13,9
1773,Team A,2022,7.0,8.0,1,2,105.66,10.98,81,1,28,2
1774,Team A,2022,20.0,18.0,6,4,53.45,13.48,85,3,5,2
1775,Team B,2021,20.0,17.0,9,1,62.82,7.48,16,3,16,2
1776,Team A,2022,2.0,4.0,0,1,109.59,5.09,48,0,16,2
1777,Team A,2022,6.0,15.0,3,2,87.11,11.91,88,6,23,3
1781,Team B,2021,2.0,19.0,5,0,94.82,8.86,43,7,24,9
1786,Team C,2022,23.0,2.0,4,1,72.52,8.88,55,4,13,8
1787,Team B,2022,190.0,4.0,8,3,98.67,6.32,71,8,26,8
1788,Team A,2019,9.0,12.0,5,4,115.42,11.9,18,13,4,5
1789,Team A,2019,23.0,15.0,1,4,80.57,12.1,98,6,7,9
1790,Team C,2022,23.0,11.0,5,3,71.98,5.15,63,3,14,6
1791,Team C,2021,23.0,6.0,8,1,87.77,11.95,42,8,8,3
1793,Team A,2021,7.0,0.0,0,0,99.78,11.56,24,10,12,2
1794,Team A,2019,15.0,14.0,1,3,84.3,12.06,16,7,21,1
1795,Team C,2022,27.0,11.0,4,3,53.41,7.78,38,1,14,7
1796,Team B,2021,240.0,16.0,9,3,70.1,6.85,24,4,3,6
1797,Team C,2021,15.0,19.0,6,3,86.51,13.26,98,2,24,7
1798,Team C,2019,1.0,4.0,7,4,92.12,12.39,38,4,15,5
1800,Team C,2022,7.0,14.0,8,3,98.86,9.36,58,12,19,9
1802,Team B,2021,25.0,18.0,3,3,57.0,8.44,15,0,11,0
1805,Team B,2021,20.0,2.0,9,0,98.68,13.15,28,0,0,0
1806,Team B,2019,10.0,7.0,5,1,87.93,6.83,65,0,19,8
1808,Team A,2022,25.0,11.0,8,0,68.86,9.61,1,8,2,8
1809,Team C,2020,20.0,4.0,4,0,50.79,9.88,90,7,7,4
1810,Team B,2020,28.0,8.0,1,1,76.06,10.42,12,9,6,2
1811,Team B,2019,14.0,0.0,5,2,56.06,13.02,53,2,12,7
1814,Team B,2019,8.0,19.0,2,1,87.67,12.13,13,9,10,8
1816,Team B,2022,6.0,2.0,3,0,91.46,9.18,50,5,22,1
1819,Team C,2020,23.0,17.0,7,3,58.93,14.78,99,8,17,5
1820,Team B,2020,9.0,18.0,2,1,52.56,11.42,33,11,9,8
1821,Team C,2021,18.0,17.0,3,1,92.55,9.52,28,4,11,5
1822,Team B,2019,280.0,5.0,5,2,66.92,12.62,63,1,29,3
1825,Team C,2020,10.0,4.0,2,0,72.03,11.61,15,14,14,6
1826,Team A,2020,18.0,4.0,4,3,64.9,9.52,43,12,17,2
1827,Team B,2021,24.0,6.0,8,0,52.97,7.53,59,12,24,1
1828,Team B,2021,28.0,11.0,0,4,72.15,14.55,70,10,12,5
1832,Team B,2020,14.0,16.0,6,2,73.91,10.74,96,7,23,8
1833,Team C,2022,26.0,10.0,6,0,92.91,12.55,97,14,4,4
1838,Team B,2021,7.0,6.0,3,4,70.3,7.48,88,9,28,6
1840,Team A,2019,5.0,3.0,1,2,54.92,8.01,87,8,9,2
1846,Team B,2020,1.0,18.0,5,3,68.8,5.89,3,10,26,8
1851,Team C,2021,16.0,4.0,9,0,60.53,11.81,55,2,0,6
1852,Team C,2020,5.0,18.0,0,2,98.96,14.06,75,5,21,5
1854,Team C,2021,270.0,18.0,6,3,58.07,13.29,63,3,0,2
1855,Team B,2020,50.0,3.0,0,3,55.55,14.05,23,4,10,1
1866,Team C,2022,3.0,10.0,0,4,75.89,12.9,62,6,8,8
1868,Team C,2022,4.0,6.0,8,0,55.57,14.01,17,1,24,9
1872,Team B,2019,18.0,11.0,7,4,66.88,12.91,19,8,23,3
1876,Team C,2021,17.0,8.0,9,2,61.08,5.77,60,1,2,9
1878,Team A,2022,2.0,3.0,0,0,83.82,13.91,73,6,12,5
1879,Team A,2020,10.0,1.0,8,0,78.1,13.1,16,7,4,5
1881,Team B,2020,28.0,13.0,3,3,91.42,10.22,20,11,0,4
1883,Team B,2020,12.0,16.0,4,2,78.57,6.03,80,2,20,6
1886,Team B,2020,27.0,11.0,1,3,53.84,5.82,37,7,23,0
1887,Team A,2019,12.0,14.0,4,0,69.85,8.53,27,0,5,7
1888,Team C,2020,18.0,18.0,1,3,83.04,7.52,81,14,1,4
1889,Team B,2020,4.0,9.0,0,1,97.28,12.6,59,12,1,4
1890,Team B,2022,15.0,1.0,9,4,75.08,5.02,69,5,19,9
1895,Team A,2019,20.0,17.0,7,4,89.78,7.28,9,12,24,3
1896,Team A,2020,15.0,2.0,7,4,72.25,8.7,1,13,12,2
1898,Team A,2020,200.0,4.0,6,4,53.24,6.06,24,4,7,7
1899,Team B,2019,25.0,19.0,1,1,71.9,10.83,37,1,13,4
1902,Team C,2022,8.0,18.0,4,4,56.34,12.57,89,14,26,4
1903,Team C,2021,150.0,0.0,3,3,66.72,14.72,75,11,3,8
1906,Team A,2019,17.0,1.0,5,1,57.42,10.82,70,11,21,9
1907,Team C,2020,21.0,18.0,3,1,71.98,8.22,0,0,27,2
1915,Team C,2022,12.0,1.0,9,4,69.36,7.61,27,12,6,4
1916,Team C,2022,11.0,16.0,2,0,75.68,10.64,43,8,12,4
1918,Team A,2019,110.0,7.0,5,2,97.78,14.53,35,9,5,8
1919,Team B,2021,1.0,0.0,2,3,57.68,6.18,52,7,5,0
1922,Team C,2019,2.0,16.0,5,3,99.68,10.84,86,1,10,1
1924,Team C,2022,24.0,13.0,7,0,82.82,10.94,3,0,2,9
1925,Team A,2019,1.0,2.0,9,1,87.48,7.52,10,0,11,1
1927,Team A,2020,8.0,4.0,8,1,73.88,9.97,87,5,21,7
1928,Team A,2021,19.0,19.0,6,0,83.93,5.43,53,6,20,6
1930,Team C,2021,26.0,5.0,0,3,70.35,13.17,44,7,21,8
1933,Team C,2020,14.0,19.0,1,4,58.36,11.63,57,0,27,2
1934,Team B,2019,18.0,2.0,0,2,86.82,8.01,12,5,26,9
1937,Team B,2020,15.0,17.0,9,4,81.76,11.43,51,11,22,9
1940,Team C,2022,50.0,15.0,1,2,79.07,11.12,81,3,16,5
1942,Team A,2021,26.0,14.0,7,4,70.56,11.71,66,7,28,6
1943,Team B,2022,5.0,18.0,3,3,78.59,11.56,90,2,9,9
1944,Team B,2019,18.0,7.0,9,1,53.93,5.83,81,14,11,2
1949,Team B,2019,25.0,10.0,9,0,115.32,11.86,46,11,19,9
1951,Team C,2021,80.0,12.0,8,0,95.97,13.58,69,3,19,0
1955,Team A,2020,14.0,7.0,3,4,71.4,7.85,4,10,28,3
1957,Team C,2019,40.0,7.0,6,2,107.42,10.29,59,8,23,9
1958,Team B,2020,300.0,4.0,4,2,61.12,13.15,14,9,26,5
1965,Team B,2019,20.0,5.0,4,2,61.04,8.03,44,12,19,1
1970,Team A,2021,28.0,6.0,0,3,119.38,10.06,22,0,11,0
1971,Team B,2022,200.0,19.0,5,0,84.93,13.32,44,10,18,4
1973,Team C,2021,30.0,18.0,3,1,63.8,12.6,64,10,25,1
1974,Team A,2022,20.0,1.0,9,2,87.0,9.18,60,5,16,3
1975,Team B,2020,6.0,11.0,3,2,71.9,13.34,5,6,4,0
1978,Team A,2020,22.0,11.0,2,2,85.42,14.95,90,13,14,7
1980,Team B,2020,26.0,4.0,0,0,74.42,5.82,37,9,2,0
1981,Team A,2020,200.0,1.0,5,1,85.44,10.73,44,3,4,1
1983,Team B,2021,26.0,5.0,7,3,66.4,12.28,89,10,13,6
1985,Team B,2022,24.0,9.0,8,1,53.71,5.0,9,9,10,0
1986,Team A,2019,22.0,10.0,8,4,85.16,13.46,89,12,24,1
1987,Team B,2019,110.0,1.0,1,2,90.66,7.24,30,3,14,6
1989,Team B,2020,12.0,19.0,6,3,86.67,14.05,49,5,4,4
1990,Team B,2020,28.0,16.0,1,1,82.31,6.91,83,6,12,3
1991,Team C,2019,4.0,8.0,6,4,70.54,11.36,22,4,2,9
1997,Team A,2021,230.0,0.0,7,2,80.39,14.24,7,9,14,0
2001,Team C,2020,23.0,14.0,9,2,86.97,12.63,33,5,23,6
2004,Team B,2020,25.0,5.0,0,0,85.79,12.44,74,3,11,1
2005,Team B,2020,140.0,13.0,9,3,72.06,14.1,9,4,4,4
2008,Team A,2021,2300.0,10.0,4,4,99.4,11.07,97,14,16,0
2011,Team C,2021,11.0,1.0,5,1,115.28,10.08,3,11,11,3
2012,Team A,2021,15.0,3.0,3,4,55.64,6.12,20,0,4,2
2013,Team B,2020,15.0,19.0,0,0,82.55,8.85,60,13,27,1
2014,Team B,2021,27.0,9.0,5,3,71.51,12.2,93,3,23,3
2015,Team B,2022,29.0,0.0,6,1,68.84,11.24,37,8,6,7
2016,Team C,2021,19.0,13.0,4,4,60.47,12.53,75,1,1,2
2020,Team A,2020,7.0,11.0,0,0,74.58,9.81,61,8,4,6
2022,Team B,2020,280.0,3.0,1,2,67.51,14.82,1,7,7,9
2023,Team A,2021,12.0,12.0,1,2,99.82,6.99,21,1,4,3
2024,Team C,2020,17.0,17.0,7,3,68.4,10.67,93,10,15,6
2027,Team C,2022,14.0,5.0,4,1,69.04,7.59,2,1,4,3
2028,Team C,2020,12.0,6.0,8,1,88.17,12.38,22,2,0,8
2029,Team C,2020,290.0,8.0,8,4,75.78,9.96,3,0,16,7
2030,Team C,2022,15.0,9.0,7,0,82.85,5.12,27,3,0,5
2031,Team C,2022,70.0,4.0,8,0,77.83,8.79,77,10,14,0
2032,Team A,2020,26.0,3.0,6,2,55.27,11.45,69,5,4,6
2035,Team C,2022,9.0,6.0,8,1,77.4,14.29,36,14,5,2
2038,Team A,2020,50.0,17.0,1,1,111.73,7.13,0,7,13,5
2039,Team A,2020,20.0,8.0,5,3,91.49,10.68,87,6,6,3
2041,Team C,2020,8.0,12.0,0,3,82.75,10.81,51,6,18,8
2044,Team C,2019,5.0,0.0,3,1,99.6,8.51,5,3,15,5
2045,Team A,2022,21.0,17.0,5,3,82.45,5.11,67,12,15,8
2047,Team B,2020,20.0,9.0,9,2,92.04,13.53,47,10,4,0
2048,Team B,2019,13.0,8.0,5,1,115.56,8.85,78,13,19,4
2049,Team A,2019,23.0,19.0,9,3,93.48,10.25,44,2,28,5
2051,Team C,2020,11.0,14.0,5,3,51.59,8.85,69,1,15,3
2055,Team A,2022,10.0,10.0,0,1,97.24,13.71,90,13,13,5
2056,Team B,2021,270.0,3.0,6,1,94.34,14.82,74,5,16,6
2057,Team A,2020,4.0,6.0,9,4,55.42,13.79,85,13,2,9
2059,Team C,2022,2.0,2.0,3,0,106.81,12.31,86,13,2,1
2061,Team B,2021,8.0,2.0,5,2,65.04,10.63,54,9,12,0
2062,Team C,2022,50.0,0.0,4,1,50.41,12.32,26,8,20,1
2064,Team C,2019,10.0,12.0,8,2,60.55,10.55,19,12,9,8
2065,Team A,2019,25.0,4.0,9,3,64.57,10.86,14,10,28,8
2070,Team C,2022,1.0,3.0,8,3,74.93,6.71,74,13,8,8
2072,Team B,2020,28.0,10.0,6,2,65.53,9.89,70,0,20,0
2073,Team A,2019,15.0,12.0,5,4,111.95,13.22,74,5,0,9
2075,Team C,2021,29.0,4.0,4,3,82.98,8.21,32,10,18,1
2076,Team B,2019,24.0,5.0,2,3,52.23,13.04,93,9,5,5
2078,Team B,2021,13.0,15.0,9,3,89.37,13.75,36,2,17,5
2080,Team B,2020,3.0,6.0,9,1,97.59,14.27,6,11,7,5
2081,Team A,2020,3.0,5.0,3,0,93.38,13.96,23,1,10,0
2085,Team B,2019,17.0,10.0,1,1,58.76,6.57,77,0,10,6
2090,Team A,2022,14.0,10.0,3,0,51.55,11.01,30,8,1,5
2092,Team B,2022,26.0,15.0,1,2,51.92,10.42,11,13,3,0
2093,Team B,2022,23.0,4.0,0,2,107.62,12.97,64,12,25,8
2094,Team A,2021,16.0,11.0,4,0,70.06,10.33,51,12,11,9
2095,Team B,2020,150.0,2.0,5,2,86.03,12.07,69,3,18,6
2097,Team C,2019,22.0,18.0,2,0,75.98,13.7,29,3,18,6
2098,Team B,2021,2.0,16.0,9,2,64.27,6.79,76,3,18,6
2103,Team A,2022,180.0,12.0,7,1,52.03,6.82,38,2,27,7
2104,Team A,2019,270.0,5.0,5,0,104.05,9.04,73,11,1,3
2105,Team B,2022,28.0,2.0,8,0,76.4,14.54,81,5,26,6
2108,Team C,2022,22.0,8.0,8,4,60.8,9.28,7,2,27,3
2110,Team B,2020,16.0,0.0,7,1,52.81,9.53,54,3,27,1
2113,Team A,2022,28.0,7.0,6,1,83.2,11.64,63,1,7,1
2115,Team A,2020,180.0,16.0,9,4,103.74,6.33,87,4,23,6
2121,Team C,2019,11.0,18.0,4,0,88.82,8.34,42,14,25,8
2122,Team B,2020,8.0,15.0,4,3,69.27,6.04,80,11,10,1
2124,Team B,2020,3.0,6.0,0,1,74.75,6.37,24,0,22,3
2129,Team B,2021,230.0,12.0,4,3,68.44,12.42,32,4,29,3
2130,Team C,2022,270.0,12.0,0,4,90.27,10.42,21,7,14,3
2132,Team C,2019,17.0,14.0,0,1,53.13,14.98,75,11,14,5
2133,Team B,2019,20.0,1.0,3,1,71.91,13.92,26,10,25,0
2134,Team A,2020,13.0,5.0,6,2,79.28,9.31,10,14,22,5
2135,Team B,2020,24.0,8.0,3,3,80.43,10.3,41,5,10,8
2138,Team A,2022,7.0,15.0,3,1,56.5,12.31,21,1,5,7
2140,Team C,2021,2.0,2.0,6,1,66.68,9.33,78,5,29,7
2141,Team B,2019,23.0,19.0,0,1,63.07,11.4,96,4,29,9
2143,Team A,2022,19.0,7.0,0,2,96.87,8.25,82,0,0,8
2146,Team C,2022,4.0,12.0,4,3,78.29,5.92,11,12,15,7
2147,Team C,2020,3.0,7.0,9,1,96.54,12.7,39,1,16,0
2149,Team A,2019,11.0,15.0,9,1,59.04,10.14,48,10,27,6
2151,Team A,2019,14.0,13.0,7,2,74.58,13.79,97,10,14,5
2154,Team B,2020,12.0,16.0,4,0,78.12,7.9,85,4,9,4
2156,Team B,2019,11.0,12.0,4,0,99.78,8.6,44,3,22,3
2159,Team B,2020,6.0,0.0,0,4,53.75,12.3,66,6,22,9
2160,Team B,2020,27.0,18.0,8,0,91.58,7.72,8,5,18,5
2161,Team C,2019,22.0,14.0,2,1,101.73,8.08,81,2,9,8
2163,Team A,2019,28.0,8.0,4,2,67.43,12.42,15,6,2,0
2164,Team A,2020,4.0,12.0,8,1,66.88,10.59,50,8,24,1
2165,Team B,2019,19.0,11.0,4,2,66.43,12.06,51,9,10,2
2166,Team C,2020,28.0,8.0,2,0,97.52,14.41,8,13,10,8
2167,Team B,2019,100.0,19.0,8,1,99.01,13.54,82,0,7,9
2170,Team C,2022,6.0,18.0,7,4,55.55,7.97,78,11,8,6
2173,Team A,2021,19.0,10.0,8,3,85.42,11.23,92,13,17,1
2176,Team C,2019,19.0,8.0,9,1,50.44,14.67,44,8,6,4
2177,Team C,2019,100.0,6.0,9,3,89.14,9.11,40,1,19,0
2180,Team B,2020,12.0,4.0,2,1,92.6,9.62,53,0,16,6
2187,Team A,2022,25.0,16.0,2,4,81.25,6.08,30,6,1,0
2189,Team B,2020,27.0,3.0,5,3,60.48,11.4,8,3,9,0
2190,Team C,2022,20.0,1.0,1,3,97.83,5.1,97,2,9,2
2191,Team A,2022,21.0,7.0,2,4,95.67,14.84,66,14,24,8
2194,Team B,2019,150.0,13.0,1,0,92.76,5.3,85,10,19,4
2195,Team A,2022,24.0,3.0,5,3,67.99,8.1,25,2,24,3
2196,Team C,2020,9.0,7.0,0,1,62.68,10.68,82,13,23,6
2197,Team C,2020,28.0,2.0,6,3,62.81,14.31,20,5,8,3
2198,Team C,2019,190.0,13.0,3,3,91.02,14.9,9,11,12,8
2201,Team C,2019,110.0,14.0,8,4,82.52,6.6,24,12,1,4
2202,Team B,2021,280.0,19.0,2,1,65.31,9.98,51,3,25,9
2207,Team C,2020,5.0,14.0,8,2,62.81,11.26,77,13,11,6
2208,Team C,2021,20.0,14.0,9,4,85.68,8.31,23,8,19,0
2214,Team B,2022,1.0,11.0,5,0,63.3,10.18,76,6,20,8
2217,Team B,2021,19.0,7.0,5,3,77.32,6.55,75,3,24,2
2220,Team C,2020,12.0,18.0,6,1,63.87,8.9,80,1,9,9
2222,Team A,2021,20.0,13.0,3,4,62.26,10.84,15,3,19,3
2224,Team A,2021,7.0,7.0,7,1,85.39,8.27,92,9,4,2
2227,Team A,2022,14.0,8.0,5,2,67.96,11.91,73,4,22,1
2229,Team A,2022,17.0,13.0,5,1,80.85,8.77,27,3,0,1
2230,Team B,2021,7.0,19.0,9,1,69.48,11.52,16,14,13,9
2232,Team B,2019,28.0,16.0,2,3,78.98,12.24,65,3,23,1
2234,Team C,2020,26.0,13.0,6,1,50.58,9.96,45,5,5,3
2236,Team A,2019,14.0,15.0,0,3,53.87,9.61,8,14,17,6
2237,Team A,2020,140.0,5.0,3,4,64.47,6.45,35,12,8,5
2238,Team A,2021,26.0,17.0,5,4,98.08,10.6,4,0,19,9
2240,Team C,2022,60.0,1.0,3,4,65.59,11.18,72,0,24,8
2242,Team B,2022,17.0,7.0,0,3,66.88,14.4,49,2,26,0
2244,Team A,2019,11.0,0.0,6,1,82.4,11.64,26,10,12,0
2245,Team B,2021,110.0,8.0,5,2,56.57,10.93,46,5,18,1
2249,Team C,2021,20.0,12.0,4,1,64.38,10.6,7,11,9,5
2250,Team A,2020,5.0,13.0,6,3,63.77,13.49,3,11,5,0
2255,Team B,2020,0.0,14.0,6,4,90.79,14.26,40,9,16,2
2256,Team B,2022,16.0,19.0,3,1,53.01,7.13,7,0,22,2
2257,Team A,2021,2.0,3.0,9,0,67.81,12.99,29,9,26,2
2258,Team B,2022,24.0,1.0,0,1,60.01,6.72,13,1,8,2
2259,Team B,2021,10.0,12.0,0,4,67.89,14.01,44,12,4,3
2260,Team A,2021,170.0,3.0,4,2,67.72,11.42,98,12,18,9
2263,Team B,2021,8.0,9.0,8,2,88.2,11.95,92,0,9,3
2266,Team B,2020,7.0,1.0,8,1,57.32,9.82,67,0,11,4
2268,Team A,2022,40.0,0.0,7,3,95.94,13.73,49,3,14,4
2269,Team B,2021,8.0,12.0,9,3,56.18,14.52,67,3,18,2
2270,Team C,2021,0.0,5.0,8,1,87.65,8.45,1,6,4,2
2272,Team C,2019,9.0,16.0,6,3,79.43,7.73,78,12,2,0
2273,Team C,2020,7.0,10.0,6,3,96.73,9.12,74,9,14,2
2274,Team C,2019,17.0,5.0,6,3,110.53,12.96,86,8,29,1
2275,Team B,2022,24.0,19.0,3,4,62.19,9.25,93,13,14,9
2276,Team B,2021,9.0,2.0,1,4,90.42,8.92,59,0,11,5
2279,Team A,2019,1.0,16.0,9,0,118.04,13.52,96,0,27,3
2281,Team B,2019,9.0,16.0,9,0,75.84,7.75,22,3,22,3
2282,Team B,2021,16.0,18.0,6,2,97.0,8.62,48,1,14,7
2283,Team A,2019,2.0,17.0,7,0,82.14,13.81,81,13,14,8
2285,Team B,2019,18.0,14.0,4,0,82.21,11.61,63,13,29,8
2286,Team C,2020,18.0,2.0,5,2,80.13,9.39,16,0,21,7
2290,Team A,2019,18.0,9.0,2,3,91.94,14.69,26,10,0,7
2291,Team B,2020,140.0,9.0,3,1,65.22,13.47,8,8,15,1
